time,lasttime,lat,lng,speed,course,altitude,comment
2019-05-11 20:44:16,2019-05-11 20:44:16,42.56151,-71.51083,309,,2520.7,http://www.pi-in-the-sky.com
2019-05-11 20:45:16,2019-05-11 20:45:16,42.55905,-71.50219,45,,2245.77,http://www.pi-in-the-sky.com
2019-05-11 20:46:16,2019-05-11 20:46:16,42.5551,-71.49549,42,,2007.72,http://www.pi-in-the-sky.com
2019-05-11 20:47:17,2019-05-11 20:47:17,42.55331,-71.49299,17,,1776.68,http://www.pi-in-the-sky.com
2019-05-11 20:48:16,2019-05-11 20:48:16,42.55202,-71.49075,14,,1558.75,http://www.pi-in-the-sky.com
2019-05-11 20:49:15,2019-05-11 20:49:15,42.54927,-71.48975,19,,1367.94,http://www.pi-in-the-sky.com
2019-05-11 20:50:14,2019-05-11 20:50:14,42.547,-71.48926,16,,1224.69,http://www.pi-in-the-sky.com
2019-05-11 20:51:17,2019-05-11 20:51:17,42.54455,-71.48948,16,,1094.84,http://www.pi-in-the-sky.com
2019-05-11 20:52:17,2019-05-11 20:52:17,42.54033,-71.48836,29,,1024.74,http://www.pi-in-the-sky.com
2019-05-11 20:53:13,2019-05-11 20:53:13,42.53661,-71.48603,29,,992.73,http://www.pi-in-the-sky.com
2019-05-11 20:54:17,2019-05-11 20:54:17,42.53287,-71.48226,29,,869.9,http://www.pi-in-the-sky.com
2019-05-11 20:55:12,2019-05-11 20:55:12,42.53163,-71.47823,23,,731.82,http://www.pi-in-the-sky.com
2019-05-11 20:56:17,2019-05-11 20:56:17,42.53058,-71.47497,16,,630.94,http://www.pi-in-the-sky.com
2019-05-11 20:57:15,2019-05-11 20:57:15,42.52953,-71.4724,15,,478.84,http://www.pi-in-the-sky.com
2019-05-11 20:58:13,2019-05-11 20:58:13,42.52837,-71.47116,10,,314.86,http://www.pi-in-the-sky.com
