---------------------------------------------------------------------------------------------------------
time , latd , long , t_utc , time , altd , eps , epx , epv , ept , speed , climb , track , mode , satlt
date
1557550066.45, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550068.46, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550070.46, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550072.46, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550074.47, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550076.47, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550078.47, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550080.47, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550082.47, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550084.48, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550086.48, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550088.48, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550090.49, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550092.49, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550094.49, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550096.49, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550098.5, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550100.5, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550102.5, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550104.5, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550106.51, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550108.51, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550110.51, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550112.51, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550114.52, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550116.52, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550118.52, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550120.52, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550122.53, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550124.53, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550126.53, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550128.54, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550130.54, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550132.54, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550134.54, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550136.55, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550138.55, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550140.55, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550142.56, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550144.56, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550146.56, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550148.56, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550150.57, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550152.57, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550154.57, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550156.57, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550158.58, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550160.58, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550162.58, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550164.58, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550166.59, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550168.59, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550170.59, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550172.6, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550174.6, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550176.6, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550178.6, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550180.61, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550182.61, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550184.61, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550186.62, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550188.62, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550190.62, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550192.62, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550194.63, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550196.63, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550198.63, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550200.64, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550202.64, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550204.64, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550206.64, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550208.65, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550210.65, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550212.65, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550214.65, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550216.66, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550218.66, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550220.66, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550222.67, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550224.67, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550226.67, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550228.67, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550230.68, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550232.68, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550234.68, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550236.68, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550238.69, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550240.69, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550242.69, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550244.7, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550246.7, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550248.7, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550250.7, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550252.71, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550254.71, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550256.71, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550258.72, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550260.72, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550262.72, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550264.72, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550266.73, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550268.73, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550270.73, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550272.73, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550274.74, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550276.74, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550278.74, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550280.74, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550282.75, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550284.75, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550286.76, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550288.76, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550290.76, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550292.76, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550294.77, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550296.77, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550298.77, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550300.78, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550302.78, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550304.78, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550306.78, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550308.79, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550310.79, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550312.79, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550314.79, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550316.8, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550318.8, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550320.8, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550322.81, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550324.81, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550326.81, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550328.81, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550330.82, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550332.82, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550334.82, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550336.82, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550338.83, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550340.83, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550342.83, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550344.84, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550346.84, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550348.84, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550350.84, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550352.85, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550354.85, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550356.85, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550358.85, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550360.86, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550362.86, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550364.86, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550366.87, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550368.87, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550370.87, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550372.87, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550374.88, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550376.88, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550378.88, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550380.88, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550382.89, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550384.89, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550386.89, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550388.9, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550390.9, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550392.9, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550394.9, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550396.91, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550398.91, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550400.91, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550402.91, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550404.92, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550406.92, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550408.92, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550410.93, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550412.93, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550414.93, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550416.93, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550418.94, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550420.94, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550422.94, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550424.95, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550426.95, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550428.95, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550430.95, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550432.96, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550434.96, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550436.96, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550438.97, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550440.97, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550442.97, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550444.97, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550446.98, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550448.98, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550450.98, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550452.99, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550454.99, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550456.99, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550458.99, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550461.0, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550463.0, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550465.0, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550467.0, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550469.01, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550471.01, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550473.01, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550475.01, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550477.02, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550479.02, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550481.02, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550483.02, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550485.03, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550487.03, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550489.03, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550491.04, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550493.04, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550495.04, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550497.04, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550499.04, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550501.05, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550503.05, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550505.05, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550507.06, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550509.06, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550511.06, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550513.06, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550515.07, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550517.07, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550519.07, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550521.07, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550523.08, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550525.08, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550527.08, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550529.09, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550531.09, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550533.09, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550535.09, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550537.1, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550539.1, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550541.11, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550543.11, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550545.11, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550547.12, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550549.12, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550551.12, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550553.13, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550555.13, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550557.13, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550559.13, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550561.14, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550563.14, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550565.14, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550567.15, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550569.15, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550571.15, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550573.15, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550575.16, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550577.16, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550579.16, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550581.16, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550583.17, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550585.17, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550587.17, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550589.18, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550591.18, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550593.18, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550595.18, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550597.19, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550599.19, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550601.19, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550603.2, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550605.2, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550607.2, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550609.2, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
1557550611.21, 0.0, 0.0, , nan, nan, nan, nan, nan, nan, nan, nan, nan, 1, 0
