---------------------------------------------------------------------------------------------------------
time , latd , long , t_utc , time , altd , eps , epx , epv , ept , speed , climb , track , mode , satlt
date
1557566254.32, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566256.33, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566258.33, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566260.33, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566262.34, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566264.34, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566266.34, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566268.35, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566270.35, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566272.35, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566274.36, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566276.36, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566278.37, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566280.37, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566282.37, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566284.38, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566286.38, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566288.38, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566290.39, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566292.39, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566294.39, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566296.4, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566298.4, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566300.4, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566302.4, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566304.41, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566306.41, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566308.41, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566310.42, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566312.42, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566314.42, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566316.42, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566318.43, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566320.43, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566322.43, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566324.44, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566326.44, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566328.44, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566330.44, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566332.45, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566334.45, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566336.45, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566338.46, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566340.46, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566342.46, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566344.46, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566346.47, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566348.47, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566350.47, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566352.48, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566354.48, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566356.48, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566358.49, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566360.49, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566362.49, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566364.49, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566366.5, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566368.5, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566370.5, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566372.51, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 1
1557566374.51, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566376.51, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566378.51, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566380.52, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566382.52, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566384.52, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566386.53, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566388.54, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566390.54, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566392.54, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566394.55, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566396.55, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566398.55, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566400.55, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566402.56, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566404.56, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566406.57, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566408.57, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566410.57, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566412.57, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566414.58, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566416.58, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566418.58, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566420.59, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566422.59, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566424.59, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566426.59, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566428.6, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566430.61, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566432.61, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566434.61, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566436.62, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566438.62, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566440.62, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566442.62, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566444.63, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566446.63, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566448.63, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566450.64, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566452.64, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566454.64, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566456.65, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566458.65, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566460.65, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566462.65, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566464.66, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566466.66, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566468.66, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566470.66, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566472.67, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566474.67, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566476.67, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566478.68, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566480.68, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566482.68, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566484.69, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566486.7, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566488.7, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566490.7, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566492.71, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 13
1557566494.71, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 13
1557566496.71, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 13
1557566498.71, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566500.72, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566502.72, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566504.72, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 13
1557566506.73, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 13
1557566508.73, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566510.73, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566512.74, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566514.74, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566516.74, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566518.74, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566520.75, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566522.75, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566524.75, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566526.76, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566528.76, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566530.76, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566532.76, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566534.77, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566536.77, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566538.77, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566540.78, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566542.78, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566544.79, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566546.79, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
1557566548.8, 42.557653333, -72.449068333, 2019-05-11T19:54:25.000Z, 1557604465.0, 27293.9, 2.844, 2.839, 8.05, 16.1, 4.563, 5.0, 46.37, 3, 12
