Chip ID     : 96
Version     : 0
Time, Temperature (C), Pressure (hPa), Humidity (%):
1557191154.7 , 23.27 , 1016.34008323 , 31.1718289765
1557191156.81 , 23.26 , 1016.30040681 , 31.2493368016
1557191158.92 , 23.26 , 1016.30977829 , 31.2235563344
1557191161.02 , 23.27 , 1016.3765713 , 31.1254007269
1557191163.13 , 23.26 , 1016.30040681 , 31.1202950729
1557191165.24 , 23.25 , 1016.3201475 , 31.1978588585
1557191167.34 , 23.27 , 1016.33589651 , 31.2131505006
1557191169.48 , 23.26 , 1016.33270772 , 31.1564829911
1557191171.59 , 23.26 , 1016.33170979 , 31.2906020207
1557191173.7 , 23.26 , 1016.37238441 , 31.1305905662
1557191175.81 , 23.26 , 1016.33270772 , 31.1513213344
1557191177.91 , 23.25 , 1016.28366048 , 31.1720234738
1557191180.02 , 23.26 , 1016.34526799 , 31.1925313689
1557191182.13 , 23.27 , 1016.33589651 , 31.3163826568
1557191184.23 , 23.27 , 1016.35782833 , 31.285359046
1557191186.36 , 23.28 , 1016.32971314 , 31.2181745237
1557191188.46 , 23.27 , 1016.31715324 , 31.1924483456
1557191190.57 , 23.28 , 1016.34327166 , 31.362702583
1557191192.68 , 23.29 , 1016.30578355 , 31.3316252224
1557191194.78 , 23.28 , 1016.33389978 , 31.187175718
1557191196.89 , 23.28 , 1016.31096918 , 31.3626491542
1557191199.0 , 23.3 , 1016.39451127 , 31.2076023951
1557191201.14 , 23.29 , 1016.35483312 , 31.1405783539
1557191203.25 , 23.3 , 1016.33190199 , 31.1560367677
1557191205.35 , 23.3 , 1016.31834309 , 31.1250638805
1557191207.46 , 23.31 , 1016.34864836 , 31.238520005
1557191209.59 , 23.31 , 1016.38414008 , 31.2591137567
1557191211.73 , 23.31 , 1016.33927579 , 31.1662217287
1557191213.83 , 23.32 , 1016.4196323 , 31.2125989269
1557191215.94 , 23.33 , 1016.36758199 , 31.1814306271
1557191218.08 , 23.33 , 1016.38214144 , 31.0937514082
1557191220.19 , 23.33 , 1016.3550223 , 31.2486250607
1557191222.3 , 23.32 , 1016.34664922 , 31.0938079825
1557191224.4 , 23.33 , 1016.36858187 , 31.2021636986
1557191226.51 , 23.34 , 1016.4166347 , 31.129748774
1557191228.62 , 23.32 , 1016.31115748 , 31.0422396233
1557191230.72 , 23.32 , 1016.31953032 , 31.0266946631
1557191232.83 , 23.33 , 1016.34146274 , 31.1092390879
1557191234.97 , 23.32 , 1016.3789542 , 31.057727182
1557191237.08 , 23.33 , 1016.38214144 , 31.1298892187
1557191239.18 , 23.32 , 1016.3518355 , 31.0474021506
1557191241.29 , 23.31 , 1016.37995335 , 31.0061880481
1557191243.4 , 23.31 , 1016.37476752 , 31.0112930469
1557191245.5 , 23.31 , 1016.35702159 , 31.0009967421
1557191247.61 , 23.31 , 1016.38414008 , 31.0577841504
1557191249.72 , 23.31 , 1016.34864836 , 30.9958918705
1557191251.85 , 23.3 , 1016.39032446 , 31.0372772622
1557191253.95 , 23.3 , 1016.34027516 , 31.0785473212
1557191256.06 , 23.3 , 1016.385139 , 31.1249796163
1557191258.17 , 23.3 , 1016.42162935 , 31.0940341862
1557191260.27 , 23.3 , 1016.34964754 , 31.0889002001
1557191262.38 , 23.31 , 1016.41644407 , 31.0681658739
1557191264.49 , 23.3 , 1016.41744243 , 30.9908159544
1557191266.61 , 23.3 , 1016.39451127 , 31.1611431274
1557191268.73 , 23.3 , 1016.37157991 , 31.636005277
1557191270.84 , 23.31 , 1016.35283497 , 31.5791774056
1557191272.95 , 23.31 , 1016.40288492 , 31.254006325
1557191275.05 , 23.31 , 1016.40288492 , 31.2333578828
1557191277.18 , 23.3 , 1016.42162935 , 31.0578980591
1557191279.32 , 23.3 , 1016.39969658 , 31.1560367677
1557191281.42 , 23.3 , 1016.44037339 , 31.197333516
1557191283.54 , 23.31 , 1016.37576663 , 31.2178714696
1557191285.66 , 23.3 , 1016.39969658 , 31.3883245147
1557191287.73 , 23.32 , 1016.47805692 , 31.5997223299
1557191289.84 , 23.32 , 1016.3873276 , 31.7029304181
1557191291.95 , 23.33 , 1016.46349899 , 31.5118942347
1557191294.05 , 23.32 , 1016.3873276 , 31.3828965136
1557191296.16 , 23.33 , 1016.44475357 , 31.3001938337
1557191298.27 , 23.34 , 1016.43438138 , 31.1348833683
1557191300.41 , 23.33 , 1016.43637979 , 31.0111492699
1557191302.51 , 23.33 , 1016.43637979 , 31.0369626516
1557191304.62 , 23.32 , 1016.44156552 , 31.0938079825
1557191306.73 , 23.33 , 1016.42282019 , 31.0163119618
1557191308.83 , 23.31 , 1016.41644407 , 31.0371914873
1557191310.91 , 23.32 , 1016.42800603 , 31.1092954852
1557191313.01 , 23.33 , 1016.43637979 , 30.954359147
1557191315.12 , 23.32 , 1016.44156552 , 31.1196204483
1557191317.25 , 23.32 , 1016.3789542 , 30.9906139228
1557191319.35 , 23.32 , 1016.47805692 , 30.9854224096
1557191321.46 , 23.31 , 1016.41125859 , 30.9545336184
1557191323.57 , 23.33 , 1016.43637979 , 30.9595219243
1557191325.67 , 23.32 , 1016.44575245 , 30.9802018927
1557191327.78 , 23.33 , 1016.42282019 , 30.9956611478
1557191329.89 , 23.34 , 1016.46150123 , 31.0109766605
1557191332.02 , 23.32 , 1016.35602208 , 31.0886737792
1557191334.11 , 23.32 , 1016.39251356 , 31.0061017145
1557191336.19 , 23.34 , 1016.48024704 , 30.9748943203
1557191338.29 , 23.34 , 1016.44375443 , 30.9232359788
1557191340.4 , 23.33 , 1016.46349899 , 31.0524505875
1557191342.51 , 23.32 , 1016.40507383 , 31.1092672877
1557191344.61 , 23.31 , 1016.44774939 , 31.0887870083
1557191346.72 , 23.29 , 1016.42781234 , 31.0012559031
1557191348.85 , 23.3 , 1016.49460922 , 31.1147395226
1557191351.03 , 23.27 , 1016.41624888 , 30.9911043723
1557191353.14 , 23.27 , 1016.48404119 , 31.1304784487
1557191355.24 , 23.28 , 1016.44655569 , 31.0529351809
1557191357.35 , 23.28 , 1016.37038873 , 31.1923653013
1557191359.46 , 23.29 , 1016.44137112 , 31.1251481236
1557191361.56 , 23.28 , 1016.41525136 , 31.001342248
1557191363.67 , 23.3 , 1016.45393234 , 31.1302260477
1557191365.8 , 23.29 , 1016.45492991 , 31.1664445369
1557191367.92 , 23.28 , 1016.38813414 , 31.1716899797
1557191370.02 , 23.28 , 1016.41106437 , 31.1717177837
1557191372.13 , 23.27 , 1016.38075819 , 31.084077646
1557191374.2 , 23.28 , 1016.42462293 , 31.0220195672
1557191376.31 , 23.27 , 1016.42562026 , 31.0066194007
1557191378.42 , 23.26 , 1016.41305908 , 31.1512376246
1557191380.52 , 23.27 , 1016.49759966 , 31.1149927197
1557191382.66 , 23.25 , 1016.4379813 , 31.1617559846
1557191384.74 , 23.26 , 1016.47666297 , 31.0944861451
1557191386.84 , 23.27 , 1016.39012957 , 31.0634583597
1557191388.95 , 23.26 , 1016.44954658 , 31.1151333029
1557191391.06 , 23.26 , 1016.42243021 , 31.1512655302
1557191393.16 , 23.26 , 1016.44017555 , 31.1822079794
1557191395.27 , 23.27 , 1016.46210824 , 31.0737538126
1557191397.38 , 23.28 , 1016.4381815 , 31.1046124939
1557191399.51 , 23.28 , 1016.46111144 , 31.2285256357
1557191401.61 , 23.27 , 1016.42143319 , 31.1305345121
1557191403.72 , 23.27 , 1016.39012957 , 31.0737821652
1557191405.83 , 23.22 , 1016.31895252 , 31.0897479468
1557191407.93 , 23.26 , 1016.44017555 , 31.177046273
1557191410.04 , 23.26 , 1016.44954658 , 31.1822357081
1557191412.15 , 23.26 , 1016.38175569 , 31.1564272459
1557191414.26 , 23.27 , 1016.39012957 , 31.1666950174
1557191416.39 , 23.27 , 1016.42980733 , 31.0220768782
1557191418.49 , 23.27 , 1016.41724613 , 31.099591543
1557191420.63 , 23.28 , 1016.42880997 , 31.1045843066
1557191422.76 , 23.26 , 1016.45373379 , 31.1357523425
1557191424.87 , 23.25 , 1016.38374991 , 31.1772405312
1557191426.97 , 23.25 , 1016.42442345 , 31.1875635235
1557191429.08 , 23.26 , 1016.42243021 , 31.1667506541
1557191431.19 , 23.25 , 1016.47865491 , 31.2133708684
1557191433.32 , 23.25 , 1016.39212392 , 31.156538727
1557191435.43 , 23.23 , 1016.40448374 , 31.0484282745
1557191437.53 , 23.22 , 1016.42322403 , 31.0484851926
1557191439.64 , 23.22 , 1016.39610941 , 31.156872Chip ID     : 96
Version     : 0
Time, Temperature (C), Pressure (hPa), Humidity (%):
1557191534.65 , 23.29 , 1016.41844052 , 31.5225796729
1557191536.76 , 23.28 , 1016.38394727 , 31.5278700568
1557191538.83 , 23.28 , 1016.4068774 , 31.4762821374
1557191540.9 , 23.28 , 1016.35164508 , 31.4968498649
1557191543.01 , 23.28 , 1016.42880997 , 31.4039687192
1557191545.12 , 23.28 , 1016.44236859 , 31.5175214936
1557191547.25 , 23.29 , 1016.4507428 , 31.4555317101
1557191549.38 , 23.28 , 1016.46529864 , 31.6156120445
1557191551.49 , 23.28 , 1016.3933189 , 31.491766325
1557191553.59 , 23.28 , 1016.3933189 , 31.471120726
1557191555.7 , 23.28 , 1016.44755292 , 31.409183184
1557191557.81 , 23.29 , 1016.42362534 , 31.5587612869
1557191559.91 , 23.29 , 1016.39132287 , 31.4193478303
1557191562.02 , 23.29 , 1016.36839198 , 31.4193214297
1557191573.25 , 23.28 , 1016.39232102 , 31.4039422394
1557191575.36 , 23.28 , 1016.42880997 , 31.460745576
1557191577.46 , 23.27 , 1016.41206186 , 31.538269879
1557191579.57 , 23.28 , 1016.39750582 , 31.5898058104
1557191581.68 , 23.28 , 1016.4381815 , 31.4298028278
1557191583.78 , 23.27 , 1016.39850347 , 31.4763342552
1557191585.89 , 23.28 , 1016.46111144 , 31.5330571504
1557191588.0 , 23.28 , 1016.4381815 , 31.455610265
1557191590.1 , 23.29 , 1016.42781234 , 31.4038892729
1557191592.21 , 23.29 , 1016.43199935 , 31.4503177091
1557191594.32 , 23.3 , 1016.45393234 , 31.5225280483
1557191596.42 , 23.3 , 1016.43518841 , 31.4863447973
1557191598.53 , 23.31 , 1016.40288492 , 31.6463031283
1557191600.64 , 23.31 , 1016.38832682 , 31.7133278274
1557191602.74 , 23.32 , 1016.43319167 , 31.6358793818
1557191604.85 , 23.32 , 1016.45093803 , 31.5635900836
1557191606.99 , 23.32 , 1016.42381916 , 31.6513391647
1557191609.1 , 23.33 , 1016.41344738 , 31.594458893
1557191611.21 , 23.33 , 1016.40926061 , 31.6306168634
1557191613.31 , 23.33 , 1016.42182096 , 31.4653579248
1557191615.42 , 23.34 , 1016.41244795 , 31.5634108274
1557191617.53 , 23.33 , 1016.41763417 , 31.475708225
1557191619.63 , 23.35 , 1016.46050195 , 31.5632827172
1557191621.75 , 23.34 , 1016.49280815 , 31.5581718931
1557191623.89 , 23.35 , 1016.41563497 , 31.6149289645
1557191626.02 , 23.36 , 1016.47724958 , 31.6096401068
1557191628.15 , 23.36 , 1016.4407554 , 31.5889658402
1557191630.26 , 23.36 , 1016.4407554 , 31.5889658402
1557191632.37 , 23.37 , 1016.49918386 , 31.5734535068
1557191634.47 , 23.36 , 1016.38651401 , 31.4857195093
1557191636.58 , 23.37 , 1016.3948871 , 31.4495299789
1557191638.7 , 23.37 , 1016.40326021 , 31.6043508883
1557191640.82 , 23.37 , 1016.42619467 , 31.4082031408
1557191642.93 , 23.38 , 1016.43456802 , 31.5217266724
1557191645.04 , 23.38 , 1016.4742497 , 31.573274369
1557191647.14 , 23.38 , 1016.4471281 , 31.4648601988
1557191649.25 , 23.39 , 1016.42837972 , 31.3718775391
1557191651.36 , 23.38 , 1016.43875471 , 31.5217007842
1557191653.46 , 23.39 , 1016.43256633 , 31.4647815334
1557191655.6 , 23.39 , 1016.42837972 , 31.4028545581
1557191657.71 , 23.39 , 1016.48262334 , 31.5215972079
1557191659.82 , 23.39 , 1016.47324921 , 31.3563620816
1557191661.92 , 23.39 , 1016.43775396 , 31.4286949552
1557191664.03 , 23.4 , 1016.44512619 , 31.3511185331
1557191666.14 , 23.4 , 1016.45868732 , 31.5008425222
1557191668.24 , 23.4 , 1016.47224844 , 31.382096446
1557191670.35 , 23.41 , 1016.52030508 , 31.4077783478
1557191672.49 , 23.41 , 1016.48899548 , 31.5213899434
1557191674.59 , 23.41 , 1016.41700229 , 31.5265786967
1557191676.7 , 23.42 , 1016.42437325 , 31.4748190457
1557191678.81 , 23.41 , 1016.44312322 , 31.5006863243
1557191680.91 , 23.42 , 1016.46505791 , 31.4541667507
1557191683.02 , 23.42 , 1016.44212133 , 31.4593035544
1557191685.13 , 23.43 , 1016.49955301 , 31.4437086828
1557191687.27 , 23.42 , 1016.45568294 , 31.4541404396
1557191689.37 , 23.41 , 1016.41181389 , 31.45424567
1557191691.48 , 23.41 , 1016.46187278 , 31.4594349393
1557191693.59 , 23.41 , 1016.40344102 , 31.3820163236
1557191695.72 , 23.42 , 1016.48699287 , 31.3818292896
1557191697.85 , 23.4 , 1016.42637702 , 31.3665539351
1557191699.96 , 23.42 , 1016.44730978 , 31.5161492179
1557191702.07 , 23.42 , 1016.48280617 , 31.4902820806
1557191704.21 , 23.4 , 1016.43993825 , 31.4698132707
1557191706.31 , 23.41 , 1016.46187278 , 31.4904125811
1557191708.42 , 23.41 , 1016.46187278 , 31.469760851
1557191710.53 , 23.42 , 1016.43374829 , 31.4696822039
1557191712.63 , 23.42 , 1016.47861948 , 31.4903081854
1557191714.74 , 23.42 , 1016.46087129 , 31.4128883325
1557191716.85 , 23.42 , 1016.54123963 , 31.3715027602
1557191718.95 , 23.43 , 1016.54961349 , 31.4437350623
1557191721.09 , 23.43 , 1016.46824272 , 31.3766125105
1557191723.2 , 23.42 , 1016.50055455 , 31.4231350969
1557191725.31 , 23.42 , 1016.46924455 , 31.4025088636
1557191727.41 , 23.42 , 1016.47343119 , 31.4541141261
1557191729.52 , 23.43 , 1016.48599116 , 31.4437086828
1557191731.63 , 23.44 , 1016.48917582 , 31.4642565601
1557191733.73 , 23.45 , 1016.53823565 , 31.412569643
1557191735.86 , 23.44 , 1016.50273788 , 31.4074593607
1557191737.98 , 23.44 , 1016.45786519 , 31.3197071183
1557191740.09 , 23.44 , 1016.53404883 , 31.433249936
1557191742.2 , 23.44 , 1016.5121132 , 31.4952625486
1557191744.3 , 23.45 , 1016.48817354 , 31.4280335509
1557191746.41 , 23.44 , 1016.48917582 , 31.4384397678
1557191748.52 , 23.45 , 1016.5101091 , 31.4383076415
1557191750.62 , 23.44 , 1016.49336246 , 31.3351436466
1557191752.74 , 23.46 , 1016.4642327 , 31.4795631999
1557191754.86 , 23.46 , 1016.4642327 , 31.4279275907
1557191756.97 , 23.46 , 1016.55398098 , 31.3504188419
1557191759.07 , 23.46 , 1016.53623166 , 31.4692098801
1557191761.18 , 23.45 , 1016.47879788 , 31.489968641
1557191763.31 , 23.47 , 1016.53104255 , 31.4485027867
1557191765.45 , 23.46 , 1016.47360862 , 31.4434447601
1557191767.55 , 23.46 , 1016.49973073 , 31.3245998686
1557191769.66 , 23.46 , 1016.47779513 , 31.4795631999
1557191771.79 , 23.46 , 1016.53623166 , 31.4175738208
1557191773.89 , 23.46 , 1016.52266915 , 31.4175738208
1557191776.0 , 23.46 , 1016.49973073 , 31.4743472104
1557191778.11 , 23.47 , 1016.51747994 , 31.4743209752
1557191780.21 , 23.46 , 1016.48198166 , 31.4588827304
1557191782.32 , 23.47 , 1016.46222608 , 31.3864581187
1557191784.43 , 23.47 , 1016.50291437 , 31.4122772155
1557191786.57 , 23.47 , 1016.53522926 , 31.5310943929
1557191788.67 , 23.46 , 1016.51429578 , 31.5105702145
1557191790.78 , 23.47 , 1016.54360271 , 31.4897333406
1557191792.89 , 23.46 , 1016.55398098 , 31.5311462173
1557191794.99 , 23.46 , 1016.52685585 , 31.4846743725
1557191797.1 , 23.46 , 1016.49554415 , 31.4227374617
1557191799.21 , 23.46 , 1016.51329329 , 31.4691836177
1557191801.31 , 23.47 , 1016.57072829 , 31.4535873664
1557191803.45 , 23.46 , 1016.52685585 , 31.5208191951
1557191805.56 , 23.46 , 1016.52685585 , 31.5001650574
1557191807.66 , 23.46 , 1016.52685585 , 31.5156556723
1557191809.77 , 23.46 , 1016.52685585 , 31.376237621
1557191811.88 , 23.46 , 1016.53204491 , 31.4485819276
1557191813.98 , 23.45 , 1016.53723379 , 31.5209230516
1557191816.09 , 23.47 , 1016.57591731 , 31.4536400844
1557191818.23 , 23.45 , 1016.5101091 , 31.5622300109
1557191820.33 , 23.46 , 1016.49973073 , 31.4278745966
1557191822.44 , 23.46 , 1016.58110614 , 31.4072198996
1557191824.55 , 23.47 , 1016.54460517 , 31.5001389695
1557191826.65 , 23.47 , 1016.56654145 , 31.4277950879
1557191828.76 , 23.47 , 1016.58948 , 31.4846220176
1557191830.88 , 23.47 , 1016.51647714 , 31.3606388277
1557191833.01 , 23.48 , 1016.58328884 , 31.4638359087
1557191835.18 , 23.48 , 1016.47059888 , 31.5361543925
1557191837.29 , 23.49 , 1016.54159697 , 31.4844125043
1557191839.39 , 23.48 , 1016.52485039 , 31.541318061
1557191841.5 , 23.48 , 1016.47478529 , 31.4121974135
1557191843.61 , 23.49 , 1016.55516008 , 31.4792486324
1557191845.71 , 23.49 , 1016.51447076 , 31.4276094859
1557191847.82 , 23.49 , 1016.51447076 , 31.4844125043
1557191849.93 , 23.5 , 1016.53959016 , 31.5307313607
1557191852.07 , 23.49 , 1016.55516008 , 31.4069536098
1557191854.17 , 23.49 , 1016.51447076 , 31.5412145827
1557191856.28 , 23.5 , 1016.50409036 , 31.5101275243
1557191858.39 , 23.49 , 1016.5499703 , 31.5153435248
1557191860.49 , 23.49 , 1016.50928065 , 31.3862440875
1557191862.6 , 23.49 , 1016.52284386 , 31.4895240258
1557191864.71 , 23.5 , 1016.56671704 , 31.3499874778
1557191866.81 , 23.5 , 1016.54478032 , 31.4171752179
1557191868.94 , 23.5 , 1016.47696374 , 31.3448772392
1557191871.04 , 23.51 , 1016.54377675 , 31.4739008933
1557191873.15 , 23.5 , 1016.50409036 , 31.5152914675
1557191875.26 , 23.49 , 1016.57709675 , 31.4533764009
1557191877.36 , 23.5 , 1016.48533646 , 31.4016295584
1557191879.47 , 23.5 , 1016.52602672 , 31.4016295584
1557191881.58 , 23.5 , 1016.54896696 , 31.4791174633
1557191883.69 , 23.5 , 1016.56671704 , 31.4687631016
1557191885.82 , 23.51 , 1016.55734024 , 31.4067670679
1557191887.92 , 23.51 , 1016.5615269 , 31.4687104951
1557191890.03 , 23.5 , 1016.56671704 , 31.453270862
1557191892.14 , 23.5 , 1016.52602672 , 31.4635990295
1557191894.24 , 23.51 , 1016.57509045 , 31.4583822252
1557191896.35 , 23.51 , 1016.5615269 , 31.4842028416
1557191898.46 , 23.53 , 1016.58664696 , 31.3859227603
1557191900.63 , 23.53 , 1016.54595532 , 31.4375666553
1557191902.76 , 23.52 , 1016.5960241 , 31.4634146594
1557191904.87 , 23.51 , 1016.54796335 , 31.4842028416
1557191906.98 , 23.51 , 1016.53021326 , 31.4274237694
1557191909.08 , 23.52 , 1016.51045476 , 31.3911407037
1557191911.19 , 23.52 , 1016.51045476 , 31.4531124837
1557191913.3 , 23.52 , 1016.56470981 , 31.3963050615
1557191915.4 , 23.53 , 1016.54595532 , 31.4478953411
1557191917.54 , 23.52 , 1016.55633656 , 31.3808655924
1557191919.65 , 23.52 , 1016.55633656 , 31.4583294914
1557191921.76 , 23.51 , 1016.52083626 , 31.386083466
1557191923.86 , 23.53 , 1016.57308308 , 31.4478953411
1557191925.97 , 23.52 , 1016.56889644 , 31.4530860792
1557191928.08 , 23.52 , 1016.51464117 , 31.4530860792
1557191930.18 , 23.52 , 1016.52401852 , 31.3446611344
1557191932.29 , 23.53 , 1016.5595192 , 31.3394425905
1557191934.41 , 23.53 , 1016.53657793 , 31.4375401576
1557191936.52 , 23.52 , 1016.57827358 , 31.3756475839
1557191938.63 , 23.52 , 1016.53758227 , 31.3653187985
1557191940.73 , 23.52 , 1016.53758227 , 31.4169624147
1557191942.84 , 23.52 , 1016.53758227 , 31.4582767482
1557191944.95 , 23.52 , 1016.56470981 , 31.339496699
1557191947.05 , 23.54 , 1016.59433843 , 31.354799105
1557191949.19 , 23.52 , 1016.56052318 , 31.2982082223
1557191951.3 , 23.52 , 1016.51983206 , 31.3963317879
1557191953.41 , 23.52 , 1016.5427729 , 31.4118513618
1557191955.51 , 23.53 , 1016.57308308 , 31.2826326393
1557191957.62 , 23.51 , 1016.53021326 , 31.246673416
1557191959.73 , 23.5 , 1016.59384394 , 31.2983446203
1557191961.83 , 23.49 , 1016.5499703 , 31.2003323672
1557191963.94 , 23.51 , 1016.54796335 , 31.339604888
1557191966.08 , 23.49 , 1016.51865731 , 31.2674957567
1557191968.19 , 23.49 , 1016.56453643 , 31.3553403099
1557191970.32 , 23.5 , 1016.5531536 , 31.4171220311
1557191972.46 , 23.49 , 1016.54159697 , 31.2262093912
1557191974.56 , 23.48 , 1016.56034967 , 31.1797866391
1557191976.67 , 23.49 , 1016.56453643 , 31.2572222847
1557191978.78 , 23.49 , 1016.54578363 , 31.0867431645
1557191980.88 , 23.49 , 1016.60003634 , 31.1383877334
1557191983.02 , 23.48 , 1016.53322367 , 31.0713353097
1557191985.13 , 23.48 , 1016.60622781 , 31.1127071339
1557191987.23 , 23.47 , 1016.53104255 , 31.1076844974
1557191989.34 , 23.46 , 1016.58110614 , 31.2626335404
1557191991.45 , 23.47 , 1016.56235462 , 31.1592977714
1557191993.55 , 23.46 , 1016.59048175 , 31.2006938888
1557191995.66 , 23.47 , 1016.57173043 , 31.1954742619
1557191997.77 , 23.46 , 1016.57273231 , 31.3298177931
1557191999.89 , 23.45 , 1016.55079614 , 31.2782346258
1557192002.0 , 23.44 , 1016.52048671 , 31.2628530074
1557192004.1 , 23.44 , 1016.56217434 , 31.2990801598
1557192006.21 , 23.43 , 1016.55798738 , 31.3972124514
1557192008.32 , 23.42 , 1016.61842266 , 31.3198967267
1557192010.42 , 23.42 , 1016.55998897 , 31.3354136429
1557192012.53 , 23.42 , 1016.59129932 , 31.4283247487
1557192014.67 , 23.41 , 1016.57873792 , 31.3612835619
1557192016.78 , 23.42 , 1016.59548647 , 31.392155788
1557192018.88 , 23.41 , 1016.57873792 , 31.3251411807
1557192020.99 , 23.42 , 1016.54642738 , 31.3457401632
1557192023.1 , 23.42 , 1016.60067379 , 31.2837805755
1557192025.2 , 23.41 , 1016.57455081 , 31.2373927845
1557192027.31 , 23.41 , 1016.54742793 , 31.2786991522
1557192029.42 , 23.42 , 1016.57355058 , 31.3095972063
1557192031.56 , 23.4 , 1016.56198949 , 31.273617877
1557192033.66 , 23.4 , 1016.59429883 , 31.2685093986
1557192035.77 , 23.4 , 1016.5578024 , 31.3614177121
1557192037.9 , 23.41 , 1016.5703637 , 31.3665003363
1557192040.03 , 23.4 , 1016.56298935 , 31.2788629415
1557192042.14 , 23.39 , 1016.53686705 , 31.3873660836
1557192044.25 , 23.38 , 1016.57854905 , 31.217071154
1557192046.35 , 23.38 , 1016.56917547 , 31.3254655195
1557192048.49 , 23.37 , 1016.57117338 , 31.3256275627
1557192050.6 , 23.37 , 1016.55761286 , 31.3359529349
1557192052.71 , 23.36 , 1016.54923843 , 31.4082827229
1557192054.81 , 23.35 , 1016.60029061 , 31.3619269504
1557192056.92 , 23.34 , 1016.6012883 , 31.2174577586
1557192059.03 , 23.35 , 1016.56479553 , 31.3671429052
1557192061.13 , 23.34 , 1016.55642088 , 31.3258974478
1557192063.24 , 23.35 , 1016.59610316 , 31.2690286746
1557192065.37 , 23.34 , 1016.62940549 , 31.2123780358
1557192067.48 , 23.33 , 1016.61165803 , 31.2227306027
1557192069.58 , 23.33 , 1016.51255218 , 31.2537326397
1557192071.69 , 23.33 , 1016.59909532 , 31.2486250607
1557192073.8 , 23.31 , 1016.53847667 , 31.2798167031
1557192075.9 , 23.31 , 1016.59271352 , 31.2694925751
1557192078.01 , 23.31 , 1016.59271352 , 31.3624086088
1557192080.15 , 23.31 , 1016.59271352 , 31.3211129044
1557192082.26 , 23.31 , 1016.58752943 , 31.2436272831
1557192084.37 , 23.29 , 1016.59470575 , 31.2954655208
1557192086.47 , 23.29 , 1016.5863304 , 31.4400470057
1557192088.58 , 23.29 , 1016.59988919 , 31.3419755895
1557192090.69 , 23.29 , 1016.60826465 , 31.310951054
1557192092.79 , 23.3 , 1016.56240413 , 31.331544517
1557192094.9 , 23.3 , 1016.59789742 , 31.3676239489
1557192097.04 , 23.3 , 1016.60308113 , 31.347030064
1557192099.14 , 23.29 , 1016.56758796 , 31.4141861567
1557192101.25 , 23.28 , 1016.57795507 , 31.4039687192
1557192103.36 , 23.28 , 1016.53727907 , 31.6930047558
1557192105.49 , 23.3 , 1016.59789742 , 31.5586076511
1557192107.62 , 23.28 , 1016.58214273 , 31.3781341194
1557192109.73 , 23.28 , 1016.62381406 , 31.5124117998
1557192111.83 , 23.27 , 1016.62480892 , 31.3215172457
1557192113.96 , 23.27 , 1016.57476295 , 31.3472981159
1557192116.06 , 23.26 , 1016.6038695 , 31.4455233827
1557192118.17 , 23.25 , 1016.58193575 , 31.373318826
1557192120.28 , 23.25 , 1016.58612355 , 31.3578082702
1557192122.38 , 23.25 , 1016.5590074 , 31.362969587
1557192124.49 , 23.26 , 1016.53607885 , 31.337136088
1557192126.6 , 23.27 , 1016.57476295 , 31.3731057319
1557192128.74 , 23.27 , 1016.53827513 , 31.3111401266
1557192130.84 , 23.27 , 1016.5612045 , 31.321490306
1557192132.95 , 23.27 , 1016.60187988 , 31.4402046252
1557192135.06 , 23.28 , 1016.60507243 , 31.4400995549
1557192137.16 , 23.27 , 1016.56539213 , 31.3059784963
1557192139.27 , 23.27 , 1016.5612045 , 31.295682302
1557192141.38 , 23.27 , 1016.5663876 , 31.4712250702
1557192143.48 , 23.27 , 1016.57476295 , 31.4505274154
1557192145.61 , 23.28 , 1016.61025548 , 31.4040216717
1557192147.71 , 23.27 , 1016.60706266 , 31.4144503297
1557192149.82 , 23.28 , 1016.59151375 , 31.2800886808
1557192151.93 , 23.28 , 1016.58313834 , 31.2749813419
1557192154.04 , 23.28 , 1016.57795507 , 31.3162208205
1557192156.14 , 23.29 , 1016.64056558 , 31.2542251051
1557192158.25 , 23.29 , 1016.59988919 , 31.3781074899
1557192160.39 , 23.27 , 1016.60187988 , 31.3472981159
1557192162.5 , 23.27 , 1016.62480892 , 31.2595780639
1557192164.6 , 23.27 , 1016.5612045 , 31.3421365695
1557192166.71 , 23.26 , 1016.5673828 , 31.2442025982
1557192168.82 , 23.26 , 1016.59031136 , 31.337136088
1557192170.92 , 23.26 , 1016.55382462 , 31.2545256835
1557192173.03 , 23.26 , 1016.65292003 , 31.2699830281
1557192175.16 , 23.26 , 1016.60287482 , 31.2751173672
1557192177.33 , 23.25 , 1016.57356017 , 31.2959530682
1557192179.44 , 23.25 , 1016.61423393 , 31.3165983077
1557192181.55 , 23.23 , 1016.5484336 , 31.4612681955
1557192183.65 , 23.22 , 1016.58591215 , 31.3065456465
1557192185.76 , Chip ID     : 96
Version     : 0
Time, Temperature (C), Pressure (hPa), Humidity (%):
1557192328.97 , 21.34 , 1016.38707813 , 36.3945100017
1557192331.08 , 21.36 , 1016.41550815 , 36.3380971165
1557192333.21 , 21.34 , 1016.35491614 , 36.286752061
1557192335.29 , 21.36 , 1016.40711868 , 36.1738663442
1557192337.42 , 21.36 , 1016.38008371 , 36.3380902031
1557192339.55 , 21.36 , 1016.38008371 , 36.3894085431
1557192341.66 , 21.36 , 1016.40711868 , 36.4253309233
1557192343.76 , 21.36 , 1016.44254337 , 36.3791523203
