268344,, -14.50  ;;--;;  268344,, -14.50  ;;--;;  268344,, -14.500000
268346,, -15.25  ;;--;;  268346,, -15.25  ;;--;;  268346,, -15.250000
268347,, -15.25  ;;--;;  268347,, -15.25  ;;--;;  268347,, -15.250000
268349,, -14.75  ;;--;;  268349,, -14.75  ;;--;;  268349,, -14.750000
268350,, -14.75  ;;--;;  268350,, -14.75  ;;--;;  268350,, -14.750000
268352,, -14.25  ;;--;;  268352,, -14.25  ;;--;;  268352,, -14.250000
268352,, -14.25  ;;--;;  268352,, -14.25  ;;--;;  268352,, -14.250000
268355,, -14.25  ;;--;;  268355,, -14.25  ;;--;;  268355,, -14.250000
268355,, -14.25  ;;--;;  268355,, -14.25  ;;--;;  268355,, -14.250000
268358,, -95.25  ;;--;;  268358,, -95.25  ;;--;;  268358,, -95.250000
268358,, -95.25  ;;--;;  268358,, -95.25  ;;--;;  268358,, -95.250000
268361,, -97.25  ;;--;;  268361,, -97.25  ;;--;;  268361,, -97.250000
268361,, -97.25  ;;--;;  268361,, -97.25  ;;--;;  268361,, -97.250000
268363,, -15.75  ;;--;;  268363,, -15.75  ;;--;;  268363,, -15.750000
268364,, -15.75  ;;--;;  268364,, -15.75  ;;--;;  268364,, -15.750000
268366,, -14.00  ;;--;;  268366,, -14.00  ;;--;;  268366,, -14.000000
268367,, -14.00  ;;--;;  268367,, -14.00  ;;--;;  268367,, -14.000000
268369,, -14.25  ;;--;;  268369,, -14.25  ;;--;;  268369,, -14.250000
268370,, -14.25  ;;--;;  268370,, -14.25  ;;--;;  268370,, -14.250000
268372,, -14.25  ;;--;;  268372,, -14.25  ;;--;;  268372,, -14.250000
268373,, -14.25  ;;--;;  268373,, -14.25  ;;--;;  268373,, -14.250000
268375,, -13.50  ;;--;;  268375,, -13.50  ;;--;;  268375,, -13.500000
268375,, -13.50  ;;--;;  268375,, -13.50  ;;--;;  268375,, -13.500000
268378,, -16.75  ;;--;;  268378,, -16.75  ;;--;;  268378,, -16.750000
268378,, -16.75  ;;--;;  268378,, -16.75  ;;--;;  268378,, -16.750000
268381,, -17.50  ;;--;;  268381,, -17.50  ;;--;;  268381,, -17.500000
268381,, -17.50  ;;--;;  268381,, -17.50  ;;--;;  268381,, -17.500000
268384,, -16.00  ;;--;;  268384,, -16.00  ;;--;;  268384,, -16.000000
268384,, -16.00  ;;--;;  268384,, -16.00  ;;--;;  268384,, -16.000000
268387,, -15.50  ;;--;;  268387,, -15.50  ;;--;;  268387,, -15.500000
268387,, -15.50  ;;--;;  268387,, -15.50  ;;--;;  268387,, -15.500000
268389,, -15.50  ;;--;;  268389,, -15.50  ;;--;;  268389,, -15.500000
268390,, -15.50  ;;--;;  268390,, -15.50  ;;--;;  268390,, -15.500000
268392,, -16.00  ;;--;;  268392,, -16.00  ;;--;;  268392,, -16.000000
268393,, -16.00  ;;--;;  268393,, -16.00  ;;--;;  268393,, -16.000000
268395,, -16.75  ;;--;;  268395,, -16.75  ;;--;;  268395,, -16.750000
268396,, -16.75  ;;--;;  268396,, -16.75  ;;--;;  268396,, -16.750000
268398,, -18.50  ;;--;;  268398,, -18.50  ;;--;;  268398,, -18.500000
268399,, -18.50  ;;--;;  268399,, -18.50  ;;--;;  268399,, -18.500000
268401,, -19.00  ;;--;;  268401,, -19.00  ;;--;;  268401,, -19.000000
268401,, -19.00  ;;--;;  268401,, -19.00  ;;--;;  268401,, -19.000000
268404,, -19.50  ;;--;;  268404,, -19.50  ;;--;;  268404,, -19.500000
268404,, -19.50  ;;--;;  268404,, -19.50  ;;--;;  268404,, -19.500000
268407,, -18.75  ;;--;;  268407,, -18.75  ;;--;;  268407,, -18.750000
268407,, -18.75  ;;--;;  268407,, -18.75  ;;--;;  268407,, -18.750000
268410,, -19.50  ;;--;;  268410,, -19.50  ;;--;;  268410,, -19.500000
268410,, -19.50  ;;--;;  268410,, -19.50  ;;--;;  268410,, -19.500000
268412,, -19.50  ;;--;;  268412,, -19.50  ;;--;;  268412,, -19.500000
268413,, -19.50  ;;--;;  268413,, -19.50  ;;--;;  268413,, -19.500000
268415,, -18.50  ;;--;;  268415,, -18.50  ;;--;;  268415,, -18.500000
268416,, -18.50  ;;--;;  268416,, -18.50  ;;--;;  268416,, -18.500000
268418,, -102.00  ;;--;;  268418,, -102.00  ;;--;;  268418,, -102.000000
268419,, -102.00  ;;--;;  268419,, -102.00  ;;--;;  268419,, -102.000000
268421,, -101.75  ;;--;;  268421,, -101.75  ;;--;;  268421,, -101.750000
268422,, -101.75  ;;--;;  268422,, -101.75  ;;--;;  268422,, -101.750000
268424,, -18.25  ;;--;;  268424,, -18.25  ;;--;;  268424,, -18.250000
268424,, -18.25  ;;--;;  268424,, -18.25  ;;--;;  268424,, -18.250000
268427,, -18.75  ;;--;;  268427,, -18.75  ;;--;;  268427,, -18.750000
268427,, -18.75  ;;--;;  268427,, -18.75  ;;--;;  268427,, -18.750000
268430,, -18.75  ;;--;;  268430,, -18.75  ;;--;;  268430,, -18.750000
268430,, -18.75  ;;--;;  268430,, -18.75  ;;--;;  268430,, -18.750000
268433,, -20.25  ;;--;;  268433,, -20.25  ;;--;;  268433,, -20.250000
268433,, -20.25  ;;--;;  268433,, -20.25  ;;--;;  268433,, -20.250000
268435,, -21.00  ;;--;;  268435,, -21.00  ;;--;;  268435,, -21.000000
268436,, -21.00  ;;--;;  268436,, -21.00  ;;--;;  268436,, -21.000000
268438,, -19.75  ;;--;;  268438,, -19.75  ;;--;;  268438,, -19.750000
268439,, -19.75  ;;--;;  268439,, -19.75  ;;--;;  268439,, -19.750000
268441,, -18.25  ;;--;;  268441,, -18.25  ;;--;;  268441,, -18.250000
268442,, -18.25  ;;--;;  268442,, -18.25  ;;--;;  268442,, -18.250000
268444,, -18.75  ;;--;;  268444,, -18.75  ;;--;;  268444,, -18.750000
268445,, -18.75  ;;--;;  268445,, -18.75  ;;--;;  268445,, -18.750000
268447,, -19.00  ;;--;;  268447,, -19.00  ;;--;;  268447,, -19.000000
268447,, -19.00  ;;--;;  268447,, -19.00  ;;--;;  268447,, -19.000000
268450,, -18.50  ;;--;;  268450,, -18.50  ;;--;;  268450,, -18.500000
268450,, -18.50  ;;--;;  268450,, -18.50  ;;--;;  268450,, -18.500000
268453,, -20.00  ;;--;;  268453,, -20.00  ;;--;;  268453,, -20.000000
268453,, -20.00  ;;--;;  268453,, -20.00  ;;--;;  268453,, -20.000000
268456,, -18.50  ;;--;;  268456,, -18.50  ;;--;;  268456,, -18.500000
268456,, -18.50  ;;--;;  268456,, -18.50  ;;--;;  268456,, -18.500000
268459,, -19.75  ;;--;;  268459,, -19.75  ;;--;;  268459,, -19.750000
268459,, -19.75  ;;--;;  268459,, -19.75  ;;--;;  268459,, -19.750000
268461,, -19.00  ;;--;;  268461,, -19.00  ;;--;;  268461,, -19.000000
268462,, -19.00  ;;--;;  268462,, -19.00  ;;--;;  268462,, -19.000000
268464,, -16.25  ;;--;;  268464,, -16.25  ;;--;;  268464,, -16.250000
268465,, -16.25  ;;--;;  268465,, -16.25  ;;--;;  268465,, -16.250000
268467,, -17.00  ;;--;;  268467,, -17.00  ;;--;;  268467,, -17.000000
268468,, -17.00  ;;--;;  268468,, -17.00  ;;--;;  268468,, -17.000000
268470,, -16.75  ;;--;;  268470,, -16.75  ;;--;;  268470,, -16.750000
268471,, -16.75  ;;--;;  268471,, -16.75  ;;--;;  268471,, -16.750000
268473,, -18.00  ;;--;;  268473,, -18.00  ;;--;;  268473,, -18.000000
268473,, -18.00  ;;--;;  268473,, -18.00  ;;--;;  268473,, -18.000000
268476,, -19.00  ;;--;;  268476,, -19.00  ;;--;;  268476,, -19.000000
268476,, -19.00  ;;--;;  268476,, -19.00  ;;--;;  268476,, -19.000000
268479,, -103.25  ;;--;;  268479,, -103.25  ;;--;;  268479,, -103.250000
268479,, -103.25  ;;--;;  268479,, -103.25  ;;--;;  268479,, -103.250000
268482,, -17.75  ;;--;;  268482,, -17.75  ;;--;;  268482,, -17.750000
268482,, -17.75  ;;--;;  268482,, -17.75  ;;--;;  268482,, -17.750000
268484,, -17.75  ;;--;;  268484,, -17.75  ;;--;;  268484,, -17.750000
268485,, -17.75  ;;--;;  268485,, -17.75  ;;--;;  268485,, -17.750000
268487,, -18.00  ;;--;;  268487,, -18.00  ;;--;;  268487,, -18.000000
268488,, -18.00  ;;--;;  268488,, -18.00  ;;--;;  268488,, -18.000000
268490,, -20.75  ;;--;;  268490,, -20.75  ;;--;;  268490,, -20.750000
268491,, -20.75  ;;--;;  268491,, -20.75  ;;--;;  268491,, -20.750000
268493,, -19.50  ;;--;;  268493,, -19.50  ;;--;;  268493,, -19.500000
268494,, -19.50  ;;--;;  268494,, -19.50  ;;--;;  268494,, -19.500000
268496,, -17.75  ;;--;;  268496,, -17.75  ;;--;;  268496,, -17.750000
268496,, -17.75  ;;--;;  268496,, -17.75  ;;--;;  268496,, -17.750000
268499,, -19.25  ;;--;;  268499,, -19.25  ;;--;;  268499,, -19.250000
268499,, -19.25  ;;--;;  268499,, -19.25  ;;--;;  268499,, -19.250000
268502,, -17.50  ;;--;;  268502,, -17.50  ;;--;;  268502,, -17.500000
268502,, -17.50  ;;--;;  268502,, -17.50  ;;--;;  268502,, -17.500000
268505,, -17.50  ;;--;;  268505,, -17.50  ;;--;;  268505,, -17.500000
268505,, -17.50  ;;--;;  268505,, -17.50  ;;--;;  268505,, -17.500000
268507,, -17.50  ;;--;;  268507,, -17.50  ;;--;;  268507,, -17.500000
268508,, -17.50  ;;--;;  268508,, -17.50  ;;--;;  268508,, -17.500000
268510,, -18.50  ;;--;;  268510,, -18.50  ;;--;;  268510,, -18.500000
268511,, -18.50  ;;--;;  268511,, -18.50  ;;--;;  268511,, -18.500000
268513,, -17.00  ;;--;;  268513,, -17.00  ;;--;;  268513,, -17.000000
268514,, -17.00  ;;--;;  268514,, -17.00  ;;--;;  268514,, -17.000000
268516,, -17.50  ;;--;;  268516,, -17.50  ;;--;;  268516,, -17.500000
268517,, -17.50  ;;--;;  268517,, -17.50  ;;--;;  268517,, -17.500000
268519,, -18.75  ;;--;;  268519,, -18.75  ;;--;;  268519,, -18.750000
268519,, -18.75  ;;--;;  268519,, -18.75  ;;--;;  268519,, -18.750000
268522,, -20.75  ;;--;;  268522,, -20.75  ;;--;;  268522,, -20.750000
268522,, -20.75  ;;--;;  268522,, -20.75  ;;--;;  268522,, -20.750000
268525,, -19.50  ;;--;;  268525,, -19.50  ;;--;;  268525,, -19.500000
268525,, -19.50  ;;--;;  268525,, -19.50  ;;--;;  268525,, -19.500000
268528,, -21.00  ;;--;;  268528,, -21.00  ;;--;;  268528,, -21.000000
268528,, -21.00  ;;--;;  268528,, -21.00  ;;--;;  268528,, -21.000000
268530,, -21.50  ;;--;;  268530,, -21.50  ;;--;;  268530,, -21.500000
268531,, -21.50  ;;--;;  268531,, -21.50  ;;--;;  268531,, -21.500000
268533,, -19.50  ;;--;;  268533,, -19.50  ;;--;;  268533,, -19.500000
268534,, -19.50  ;;--;;  268534,, -19.50  ;;--;;  268534,, -19.500000
268536,, -18.75  ;;--;;  268536,, -18.75  ;;--;;  268536,, -18.750000
268537,, -18.75  ;;--;;  268537,, -18.75  ;;--;;  268537,, -18.750000
268539,, -20.75  ;;--;;  268539,, -20.75  ;;--;;  268539,, -20.750000
268540,, -20.75  ;;--;;  268540,, -20.75  ;;--;;  268540,, -20.750000
268542,, -103.00  ;;--;;  268542,, -103.00  ;;--;;  268542,, -103.000000
268543,, -103.00  ;;--;;  268543,, -103.00  ;;--;;  268543,, -103.000000
268545,, -17.25  ;;--;;  268545,, -17.25  ;;--;;  268545,, -17.250000
268546,, -17.25  ;;--;;  268546,, -17.25  ;;--;;  268546,, -17.250000
268548,, -17.50  ;;--;;  268548,, -17.50  ;;--;;  268548,, -17.500000
268548,, -17.50  ;;--;;  268548,, -17.50  ;;--;;  268548,, -17.500000
268551,, -16.75  ;;--;;  268551,, -16.75  ;;--;;  268551,, -16.750000
268551,, -16.75  ;;--;;  268551,, -16.75  ;;--;;  268551,, -16.750000
268553,, -17.50  ;;--;;  268553,, -17.50  ;;--;;  268553,, -17.500000
268554,, -17.50  ;;--;;  268554,, -17.50  ;;--;;  268554,, -17.500000
268556,, -18.75  ;;--;;  268556,, -18.75  ;;--;;  268556,, -18.750000
268557,, -18.75  ;;--;;  268557,, -18.75  ;;--;;  268557,, -18.750000
268559,, -18.25  ;;--;;  268559,, -18.25  ;;--;;  268559,, -18.250000
268560,, -18.25  ;;--;;  268560,, -18.25  ;;--;;  268560,, -18.250000
268562,, -17.25  ;;--;;  268562,, -17.25  ;;--;;  268562,, -17.250000
268563,, -17.25  ;;--;;  268563,, -17.25  ;;--;;  268563,, -17.250000
268565,, -17.25  ;;--;;  268565,, -17.25  ;;--;;  268565,, -17.250000
268566,, -17.25  ;;--;;  268566,, -17.25  ;;--;;  268566,, -17.250000
268568,, -19.75  ;;--;;  268568,, -19.75  ;;--;;  268568,, -19.750000
268569,, -19.75  ;;--;;  268569,, -19.75  ;;--;;  268569,, -19.750000
268571,, -20.50  ;;--;;  268571,, -20.50  ;;--;;  268571,, -20.500000
268571,, -20.50  ;;--;;  268571,, -20.50  ;;--;;  268571,, -20.500000
268574,, -21.00  ;;--;;  268574,, -21.00  ;;--;;  268574,, -21.000000
268574,, -21.00  ;;--;;  268574,, -21.00  ;;--;;  268574,, -21.000000
268577,, -19.50  ;;--;;  268577,, -19.50  ;;--;;  268577,, -19.500000
268577,, -19.50  ;;--;;  268577,, -19.50  ;;--;;  268577,, -19.500000
268580,, -19.25  ;;--;;  268580,, -19.25  ;;--;;  268580,, -19.250000
268580,, -19.25  ;;--;;  268580,, -19.25  ;;--;;  268580,, -19.250000
268583,, -18.50  ;;--;;  268583,, -18.50  ;;--;;  268583,, -18.500000
268583,, -18.50  ;;--;;  268583,, -18.50  ;;--;;  268583,, -18.500000
268585,, -17.75  ;;--;;  268585,, -17.75  ;;--;;  268585,, -17.750000
268586,, -17.75  ;;--;;  268586,, -17.75  ;;--;;  268586,, -17.750000
268588,, -18.75  ;;--;;  268588,, -18.75  ;;--;;  268588,, -18.750000
268589,, -18.75  ;;--;;  268589,, -18.75  ;;--;;  268589,, -18.750000
268591,, -18.75  ;;--;;  268591,, -18.75  ;;--;;  268591,, -18.750000
268592,, -18.75  ;;--;;  268592,, -18.75  ;;--;;  268592,, -18.750000
268594,, -20.00  ;;--;;  268594,, -20.00  ;;--;;  268594,, -20.000000
268595,, -20.00  ;;--;;  268595,, -20.00  ;;--;;  268595,, -20.000000
268597,, -18.00  ;;--;;  268597,, -18.00  ;;--;;  268597,, -18.000000
268597,, -18.00  ;;--;;  268597,, -18.00  ;;--;;  268597,, -18.000000
268600,, -100.75  ;;--;;  268600,, -100.75  ;;--;;  268600,, -100.750000
268600,, -100.75  ;;--;;  268600,, -100.75  ;;--;;  268600,, -100.750000
268603,, -101.00  ;;--;;  268603,, -101.00  ;;--;;  268603,, -101.000000
268603,, -101.00  ;;--;;  268603,, -101.00  ;;--;;  268603,, -101.000000
268606,, -21.00  ;;--;;  268606,, -21.00  ;;--;;  268606,, -21.000000
268606,, -21.00  ;;--;;  268606,, -21.00  ;;--;;  268606,, -21.000000
268609,, -19.00  ;;--;;  268609,, -19.00  ;;--;;  268609,, -19.000000
268609,, -19.00  ;;--;;  268609,, -19.00  ;;--;;  268609,, -19.000000
268611,, -19.75  ;;--;;  268611,, -19.75  ;;--;;  268611,, -19.750000
268612,, -19.75  ;;--;;  268612,, -19.75  ;;--;;  268612,, -19.750000
268614,, -20.25  ;;--;;  268614,, -20.25  ;;--;;  268614,, -20.250000
268615,, -20.25  ;;--;;  268615,, -20.25  ;;--;;  268615,, -20.250000
268617,, -20.25  ;;--;;  268617,, -20.25  ;;--;;  268617,, -20.250000
268618,, -20.25  ;;--;;  268618,, -20.25  ;;--;;  268618,, -20.250000
268620,, -20.00  ;;--;;  268620,, -20.00  ;;--;;  268620,, -20.000000
268620,, -20.00  ;;--;;  268620,, -20.00  ;;--;;  268620,, -20.000000
268623,, -18.00  ;;--;;  268623,, -18.00  ;;--;;  268623,, -18.000000
268623,, -18.00  ;;--;;  268623,, -18.00  ;;--;;  268623,, -18.000000
268626,, -17.50  ;;--;;  268626,, -17.50  ;;--;;  268626,, -17.500000
268626,, -17.50  ;;--;;  268626,, -17.50  ;;--;;  268626,, -17.500000
268629,, -18.75  ;;--;;  268629,, -18.75  ;;--;;  268629,, -18.750000
268629,, -18.75  ;;--;;  268629,, -18.75  ;;--;;  268629,, -18.750000
268632,, -18.25  ;;--;;  268632,, -18.25  ;;--;;  268632,, -18.250000
268632,, -18.25  ;;--;;  268632,, -18.25  ;;--;;  268632,, -18.250000
268634,, -18.50  ;;--;;  268634,, -18.50  ;;--;;  268634,, -18.500000
268635,, -18.50  ;;--;;  268635,, -18.50  ;;--;;  268635,, -18.500000
268637,, -17.50  ;;--;;  268637,, -17.50  ;;--;;  268637,, -17.500000
268638,, -17.50  ;;--;;  268638,, -17.50  ;;--;;  268638,, -17.500000
268640,, -19.25  ;;--;;  268640,, -19.25  ;;--;;  268640,, -19.250000
268641,, -19.25  ;;--;;  268641,, -19.25  ;;--;;  268641,, -19.250000
268643,, -21.25  ;;--;;  268643,, -21.25  ;;--;;  268643,, -21.250000
268643,, -21.25  ;;--;;  268643,, -21.25  ;;--;;  268643,, -21.250000
268646,, -20.25  ;;--;;  268646,, -20.25  ;;--;;  268646,, -20.250000
268646,, -20.25  ;;--;;  268646,, -20.25  ;;--;;  268646,, -20.250000
268649,, -21.00  ;;--;;  268649,, -21.00  ;;--;;  268649,, -21.000000
268649,, -21.00  ;;--;;  268649,, -21.00  ;;--;;  268649,, -21.000000
268652,, -21.00  ;;--;;  268652,, -21.00  ;;--;;  268652,, -21.000000
268652,, -21.00  ;;--;;  268652,, -21.00  ;;--;;  268652,, -21.000000
268655,, -20.25  ;;--;;  268655,, -20.25  ;;--;;  268655,, -20.250000
268655,, -20.25  ;;--;;  268655,, -20.25  ;;--;;  268655,, -20.250000
268657,, -103.50  ;;--;;  268657,, -103.50  ;;--;;  268657,, -103.500000
268658,, -103.50  ;;--;;  268658,, -103.50  ;;--;;  268658,, -103.500000
268660,, -105.50  ;;--;;  268660,, -105.50  ;;--;;  268660,, -105.500000
268661,, -105.50  ;;--;;  268661,, -105.50  ;;--;;  268661,, -105.500000
268663,, -20.00  ;;--;;  268663,, -20.00  ;;--;;  268663,, -20.000000
268664,, -20.00  ;;--;;  268664,, -20.00  ;;--;;  268664,, -20.000000
268666,, -20.50  ;;--;;  268666,, -20.50  ;;--;;  268666,, -20.500000
268667,, -20.50  ;;--;;  268667,, -20.50  ;;--;;  268667,, -20.500000
268669,, -19.75  ;;--;;  268669,, -19.75  ;;--;;  268669,, -19.750000
268669,, -19.75  ;;--;;  268669,, -19.75  ;;--;;  268669,, -19.750000
268672,, -19.25  ;;--;;  268672,, -19.25  ;;--;;  268672,, -19.250000
268672,, -19.25  ;;--;;  268672,, -19.25  ;;--;;  268672,, -19.250000
268675,, -20.75  ;;--;;  268675,, -20.75  ;;--;;  268675,, -20.750000
268675,, -20.75  ;;--;;  268675,, -20.75  ;;--;;  268675,, -20.750000
268678,, -22.75  ;;--;;  268678,, -22.75  ;;--;;  268678,, -22.750000
268678,, -22.75  ;;--;;  268678,, -22.75  ;;--;;  268678,, -22.750000
268681,, -21.25  ;;--;;  268681,, -21.25  ;;--;;  268681,, -21.250000
268681,, -21.25  ;;--;;  268681,, -21.25  ;;--;;  268681,, -21.250000
268683,, -24.50  ;;--;;  268683,, -24.50  ;;--;;  268683,, -24.500000
268684,, -24.50  ;;--;;  268684,, -24.50  ;;--;;  268684,, -24.500000
268686,, -23.25  ;;--;;  268686,, -23.25  ;;--;;  268686,, -23.250000
268687,, -23.25  ;;--;;  268687,, -23.25  ;;--;;  268687,, -23.250000
268689,, -22.75  ;;--;;  268689,, -22.75  ;;--;;  268689,, -22.750000
268690,, -22.75  ;;--;;  268690,, -22.75  ;;--;;  268690,, -22.750000
268692,, -19.75  ;;--;;  268692,, -19.75  ;;--;;  268692,, -19.750000
268692,, -19.75  ;;--;;  268692,, -19.75  ;;--;;  268692,, -19.750000
268695,, -19.00  ;;--;;  268695,, -19.00  ;;--;;  268695,, -19.000000
268695,, -19.00  ;;--;;  268695,, -19.00  ;;--;;  268695,, -19.000000
268698,, -19.50  ;;--;;  268698,, -19.50  ;;--;;  268698,, -19.500000
268698,, -19.50  ;;--;;  268698,, -19.50  ;;--;;  268698,, -19.500000
268701,, -20.25  ;;--;;  268701,, -20.25  ;;--;;  268701,, -20.250000
268701,, -20.25  ;;--;;  268701,, -20.25  ;;--;;  268701,, -20.250000
268704,, -21.00  ;;--;;  268704,, -21.00  ;;--;;  268704,, -21.000000
268704,, -21.00  ;;--;;  268704,, -21.00  ;;--;;  268704,, -21.000000
268707,, -23.25  ;;--;;  268707,, -23.25  ;;--;;  268707,, -23.250000
268707,, -23.25  ;;--;;  268707,, -23.25  ;;--;;  268707,, -23.250000
268709,, -21.00  ;;--;;  268709,, -21.00  ;;--;;  268709,, -21.000000
268710,, -21.00  ;;--;;  268710,, -21.00  ;;--;;  268710,, -21.000000
268712,, -23.00  ;;--;;  268712,, -23.00  ;;--;;  268712,, -23.000000
268713,, -23.00  ;;--;;  268713,, -23.00  ;;--;;  268713,, -23.000000
268715,, -21.25  ;;--;;  268715,, -21.25  ;;--;;  268715,, -21.250000
268715,, -21.25  ;;--;;  268715,, -21.25  ;;--;;  268715,, -21.250000
268718,, -107.75  ;;--;;  268718,, -107.75  ;;--;;  268718,, -107.750000
268718,, -107.75  ;;--;;  268718,, -107.75  ;;--;;  268718,, -107.750000
268721,, -24.25  ;;--;;  268721,, -24.25  ;;--;;  268721,, -24.250000
268721,, -24.25  ;;--;;  268721,, -24.25  ;;--;;  268721,, -24.250000
268724,, -25.50  ;;--;;  268724,, -25.50  ;;--;;  268724,, -25.500000
268724,, -25.50  ;;--;;  268724,, -25.50  ;;--;;  268724,, -25.500000
268727,, -26.50  ;;--;;  268727,, -26.50  ;;--;;  268727,, -26.500000
268727,, -26.50  ;;--;;  268727,, -26.50  ;;--;;  268727,, -26.500000
268730,, -25.75  ;;--;;  268730,, -25.75  ;;--;;  268730,, -25.750000
268730,, -25.75  ;;--;;  268730,, -25.75  ;;--;;  268730,, -25.750000
268732,, -24.50  ;;--;;  268732,, -24.50  ;;--;;  268732,, -24.500000
268733,, -24.50  ;;--;;  268733,, -24.50  ;;--;;  268733,, -24.500000
268735,, -23.50  ;;--;;  268735,, -23.50  ;;--;;  268735,, -23.500000
268736,, -23.50  ;;--;;  268736,, -23.50  ;;--;;  268736,, -23.500000
268738,, -24.00  ;;--;;  268738,, -24.00  ;;--;;  268738,, -24.000000
268739,, -24.00  ;;--;;  268739,, -24.00  ;;--;;  268739,, -24.000000
268741,, -26.25  ;;--;;  268741,, -26.25  ;;--;;  268741,, -26.250000
268741,, -26.25  ;;--;;  268741,, -26.25  ;;--;;  268741,, -26.250000
268744,, -26.75  ;;--;;  268744,, -26.75  ;;--;;  268744,, -26.750000
268744,, -26.75  ;;--;;  268744,, -26.75  ;;--;;  268744,, -26.750000
268747,, -26.75  ;;--;;  268747,, -26.75  ;;--;;  268747,, -26.750000
268747,, -26.75  ;;--;;  268747,, -26.75  ;;--;;  268747,, -26.750000
268750,, -25.50  ;;--;;  268750,, -25.50  ;;--;;  268750,, -25.500000
268750,, -25.50  ;;--;;  268750,, -25.50  ;;--;;  268750,, -25.500000
268753,, -27.00  ;;--;;  268753,, -27.00  ;;--;;  268753,, -27.000000
268753,, -27.00  ;;--;;  268753,, -27.00  ;;--;;  268753,, -27.000000
268755,, -25.75  ;;--;;  268755,, -25.75  ;;--;;  268755,, -25.750000
268756,, -25.75  ;;--;;  268756,, -25.75  ;;--;;  268756,, -25.750000
268758,, -25.75  ;;--;;  268758,, -25.75  ;;--;;  268758,, -25.750000
268759,, -25.75  ;;--;;  268759,, -25.75  ;;--;;  268759,, -25.750000
268761,, -25.25  ;;--;;  268761,, -25.25  ;;--;;  268761,, -25.250000
268762,, -25.25  ;;--;;  268762,, -25.25  ;;--;;  268762,, -25.250000
268764,, -28.00  ;;--;;  268764,, -28.00  ;;--;;  268764,, -28.000000
268764,, -28.00  ;;--;;  268764,, -28.00  ;;--;;  268764,, -28.000000
268767,, -27.75  ;;--;;  268767,, -27.75  ;;--;;  268767,, -27.750000
268767,, -27.75  ;;--;;  268767,, -27.75  ;;--;;  268767,, -27.750000
268770,, -28.25  ;;--;;  268770,, -28.25  ;;--;;  268770,, -28.250000
268770,, -28.25  ;;--;;  268770,, -28.25  ;;--;;  268770,, -28.250000
268773,, -28.00  ;;--;;  268773,, -28.00  ;;--;;  268773,, -28.000000
268773,, -28.00  ;;--;;  268773,, -28.00  ;;--;;  268773,, -28.000000
268776,, -26.75  ;;--;;  268776,, -26.75  ;;--;;  268776,, -26.750000
268776,, -26.75  ;;--;;  268776,, -26.75  ;;--;;  268776,, -26.750000
268779,, -28.25  ;;--;;  268779,, -28.25  ;;--;;  268779,, -28.250000
268779,, -28.25  ;;--;;  268779,, -28.25  ;;--;;  268779,, -28.250000
268781,, -108.50  ;;--;;  268781,, -108.50  ;;--;;  268781,, -108.500000
268782,, -108.50  ;;--;;  268782,, -108.50  ;;--;;  268782,, -108.500000
268784,, -108.00  ;;--;;  268784,, -108.00  ;;--;;  268784,, -108.000000
268785,, -108.00  ;;--;;  268785,, -108.00  ;;--;;  268785,, -108.000000
268787,, -26.00  ;;--;;  268787,, -26.00  ;;--;;  268787,, -26.000000
268787,, -26.00  ;;--;;  268787,, -26.00  ;;--;;  268787,, -26.000000
268790,, -26.25  ;;--;;  268790,, -26.25  ;;--;;  268790,, -26.250000
268790,, -26.25  ;;--;;  268790,, -26.25  ;;--;;  268790,, -26.250000
268793,, -26.75  ;;--;;  268793,, -26.75  ;;--;;  268793,, -26.750000
268793,, -26.75  ;;--;;  268793,, -26.75  ;;--;;  268793,, -26.750000
268796,, -25.50  ;;--;;  268796,, -25.50  ;;--;;  268796,, -25.500000
268796,, -25.50  ;;--;;  268796,, -25.50  ;;--;;  268796,, -25.500000
268799,, -25.00  ;;--;;  268799,, -25.00  ;;--;;  268799,, -25.000000
268799,, -25.00  ;;--;;  268799,, -25.00  ;;--;;  268799,, -25.000000
268802,, -27.50  ;;--;;  268802,, -27.50  ;;--;;  268802,, -27.500000
268802,, -27.50  ;;--;;  268802,, -27.50  ;;--;;  268802,, -27.500000
268804,, -29.75  ;;--;;  268804,, -29.75  ;;--;;  268804,, -29.750000
268805,, -29.75  ;;--;;  268805,, -29.75  ;;--;;  268805,, -29.750000
268807,, -29.00  ;;--;;  268807,, -29.00  ;;--;;  268807,, -29.000000
268808,, -29.00  ;;--;;  268808,, -29.00  ;;--;;  268808,, -29.000000
268810,, -28.75  ;;--;;  268810,, -28.75  ;;--;;  268810,, -28.750000
268811,, -28.75  ;;--;;  268811,, -28.75  ;;--;;  268811,, -28.750000
268813,, -28.00  ;;--;;  268813,, -28.00  ;;--;;  268813,, -28.000000
268813,, -28.00  ;;--;;  268813,, -28.00  ;;--;;  268813,, -28.000000
268816,, -26.50  ;;--;;  268816,, -26.50  ;;--;;  268816,, -26.500000
268816,, -26.50  ;;--;;  268816,, -26.50  ;;--;;  268816,, -26.500000
268819,, -26.00  ;;--;;  268819,, -26.00  ;;--;;  268819,, -26.000000
268819,, -26.00  ;;--;;  268819,, -26.00  ;;--;;  268819,, -26.000000
268822,, -25.25  ;;--;;  268822,, -25.25  ;;--;;  268822,, -25.250000
268822,, -25.25  ;;--;;  268822,, -25.25  ;;--;;  268822,, -25.250000
