267262,, 11.75  ;;--;;  267262,, 11.75  ;;--;;  267262,, 11.750000
267264,, 11.00  ;;--;;  267264,, 11.00  ;;--;;  267264,, 11.000000
267265,, 11.00  ;;--;;  267265,, 11.00  ;;--;;  267265,, 11.000000
267266,, 11.25  ;;--;;  267266,, 11.25  ;;--;;  267266,, 11.250000
267267,, 11.00  ;;--;;  267267,, 11.00  ;;--;;  267267,, 11.000000
267269,, 10.25  ;;--;;  267269,, 10.25  ;;--;;  267269,, 10.250000
267270,, 10.25  ;;--;;  267270,, 10.25  ;;--;;  267270,, 10.250000
267272,, 10.50  ;;--;;  267272,, 10.50  ;;--;;  267272,, 10.500000
267273,, 10.75  ;;--;;  267273,, 10.75  ;;--;;  267273,, 10.750000
267275,, 10.75  ;;--;;  267275,, 10.75  ;;--;;  267275,, 10.750000
267276,, 10.75  ;;--;;  267276,, 10.75  ;;--;;  267276,, 10.750000
267278,, 11.75  ;;--;;  267278,, 11.75  ;;--;;  267278,, 11.750000
267279,, 10.75  ;;--;;  267279,, 10.75  ;;--;;  267279,, 10.750000
267281,, 9.75  ;;--;;  267281,, 9.75  ;;--;;  267281,, 9.750000
267282,, -73.50  ;;--;;  267282,, -73.50  ;;--;;  267282,, -73.500000
267284,, -74.75  ;;--;;  267284,, -74.75  ;;--;;  267284,, -74.750000
267285,, -74.75  ;;--;;  267285,, -74.75  ;;--;;  267285,, -74.750000
267287,, 9.75  ;;--;;  267287,, 9.75  ;;--;;  267287,, 9.750000
267288,, 9.75  ;;--;;  267288,, 9.75  ;;--;;  267288,, 9.750000
267289,, 9.00  ;;--;;  267289,, 9.00  ;;--;;  267289,, 9.000000
267291,, 8.50  ;;--;;  267291,, 8.50  ;;--;;  267291,, 8.500000
267292,, 9.00  ;;--;;  267292,, 9.00  ;;--;;  267292,, 9.000000
267293,, 9.50  ;;--;;  267293,, 9.50  ;;--;;  267293,, 9.500000
267295,, 8.75  ;;--;;  267295,, 8.75  ;;--;;  267295,, 8.750000
267296,, 8.50  ;;--;;  267296,, 8.50  ;;--;;  267296,, 8.500000
267298,, 9.50  ;;--;;  267298,, 9.50  ;;--;;  267298,, 9.500000
267299,, 9.50  ;;--;;  267299,, 9.50  ;;--;;  267299,, 9.500000
267301,, 9.50  ;;--;;  267301,, 9.50  ;;--;;  267301,, 9.500000
267302,, 9.25  ;;--;;  267302,, 9.25  ;;--;;  267302,, 9.250000
267304,, 9.00  ;;--;;  267304,, 9.00  ;;--;;  267304,, 9.000000
267305,, 9.00  ;;--;;  267305,, 9.00  ;;--;;  267305,, 9.000000
267307,, 8.75  ;;--;;  267307,, 8.75  ;;--;;  267307,, 8.750000
267308,, 8.25  ;;--;;  267308,, 8.25  ;;--;;  267308,, 8.250000
267310,, 8.00  ;;--;;  267310,, 8.00  ;;--;;  267310,, 8.000000
267311,, 8.00  ;;--;;  267311,, 8.00  ;;--;;  267311,, 8.000000
267313,, 8.00  ;;--;;  267313,, 8.00  ;;--;;  267313,, 8.000000
267314,, 7.50  ;;--;;  267314,, 7.50  ;;--;;  267314,, 7.500000
267315,, 7.25  ;;--;;  267315,, 7.25  ;;--;;  267315,, 7.250000
267316,, 6.25  ;;--;;  267316,, 6.25  ;;--;;  267316,, 6.250000
267318,, 5.00  ;;--;;  267318,, 5.00  ;;--;;  267318,, 5.000000
267319,, 4.75  ;;--;;  267319,, 4.75  ;;--;;  267319,, 4.750000
267321,, 6.00  ;;--;;  267321,, 6.00  ;;--;;  267321,, 6.000000
267322,, 5.25  ;;--;;  267322,, 5.25  ;;--;;  267322,, 5.250000
267324,, 4.75  ;;--;;  267324,, 4.75  ;;--;;  267324,, 4.750000
267325,, 5.50  ;;--;;  267325,, 5.50  ;;--;;  267325,, 5.500000
267327,, 4.75  ;;--;;  267327,, 4.75  ;;--;;  267327,, 4.750000
267328,, 5.25  ;;--;;  267328,, 5.25  ;;--;;  267328,, 5.250000
267330,, 5.75  ;;--;;  267330,, 5.75  ;;--;;  267330,, 5.750000
267331,, 4.50  ;;--;;  267331,, 4.50  ;;--;;  267331,, 4.500000
267333,, 5.75  ;;--;;  267333,, 5.75  ;;--;;  267333,, 5.750000
267334,, 5.00  ;;--;;  267334,, 5.00  ;;--;;  267334,, 5.000000
267336,, 5.75  ;;--;;  267336,, 5.75  ;;--;;  267336,, 5.750000
267337,, 6.50  ;;--;;  267337,, 6.50  ;;--;;  267337,, 6.500000
267339,, -77.00  ;;--;;  267339,, -77.00  ;;--;;  267339,, -77.000000
267339,, -77.00  ;;--;;  267339,, -77.00  ;;--;;  267339,, -77.000000
267342,, -76.75  ;;--;;  267342,, -76.75  ;;--;;  267342,, -76.750000
267342,, -76.75  ;;--;;  267342,, -76.75  ;;--;;  267342,, -76.750000
267345,, 4.50  ;;--;;  267345,, 4.50  ;;--;;  267345,, 4.500000
267345,, 4.50  ;;--;;  267345,, 4.50  ;;--;;  267345,, 4.500000
267348,, 5.00  ;;--;;  267348,, 5.00  ;;--;;  267348,, 5.000000
267348,, 5.00  ;;--;;  267348,, 5.00  ;;--;;  267348,, 5.000000
267351,, 5.50  ;;--;;  267351,, 5.50  ;;--;;  267351,, 5.500000
267351,, 5.50  ;;--;;  267351,, 5.50  ;;--;;  267351,, 5.500000
267354,, 4.75  ;;--;;  267354,, 4.75  ;;--;;  267354,, 4.750000
267354,, 4.75  ;;--;;  267354,, 4.75  ;;--;;  267354,, 4.750000
267357,, 5.00  ;;--;;  267357,, 5.00  ;;--;;  267357,, 5.000000
267357,, 5.00  ;;--;;  267357,, 5.00  ;;--;;  267357,, 5.000000
267359,, 5.50  ;;--;;  267359,, 5.50  ;;--;;  267359,, 5.500000
267360,, 5.50  ;;--;;  267360,, 5.50  ;;--;;  267360,, 5.500000
267362,, 5.25  ;;--;;  267362,, 5.25  ;;--;;  267362,, 5.250000
267363,, 5.25  ;;--;;  267363,, 5.25  ;;--;;  267363,, 5.250000
267365,, 5.25  ;;--;;  267365,, 5.25  ;;--;;  267365,, 5.250000
267365,, 5.25  ;;--;;  267365,, 5.25  ;;--;;  267365,, 5.250000
267368,, 4.75  ;;--;;  267368,, 4.75  ;;--;;  267368,, 4.750000
267368,, 4.75  ;;--;;  267368,, 4.75  ;;--;;  267368,, 4.750000
267371,, 4.75  ;;--;;  267371,, 4.75  ;;--;;  267371,, 4.750000
267371,, 4.75  ;;--;;  267371,, 4.75  ;;--;;  267371,, 4.750000
267374,, 3.25  ;;--;;  267374,, 3.25  ;;--;;  267374,, 3.250000
267374,, 3.25  ;;--;;  267374,, 3.25  ;;--;;  267374,, 3.250000
267377,, 2.75  ;;--;;  267377,, 2.75  ;;--;;  267377,, 2.750000
267377,, 2.75  ;;--;;  267377,, 2.75  ;;--;;  267377,, 2.750000
267380,, 3.25  ;;--;;  267380,, 3.25  ;;--;;  267380,, 3.250000
267380,, 3.25  ;;--;;  267380,, 3.25  ;;--;;  267380,, 3.250000
267383,, 2.50  ;;--;;  267383,, 2.50  ;;--;;  267383,, 2.500000
267383,, 2.50  ;;--;;  267383,, 2.50  ;;--;;  267383,, 2.500000
267385,, 1.75  ;;--;;  267385,, 1.75  ;;--;;  267385,, 1.750000
267386,, 1.75  ;;--;;  267386,, 1.75  ;;--;;  267386,, 1.750000
267388,, 1.50  ;;--;;  267388,, 1.50  ;;--;;  267388,, 1.500000
267389,, 1.50  ;;--;;  267389,, 1.50  ;;--;;  267389,, 1.500000
267391,, 2.00  ;;--;;  267391,, 2.00  ;;--;;  267391,, 2.000000
267391,, 2.00  ;;--;;  267391,, 2.00  ;;--;;  267391,, 2.000000
267394,, 2.00  ;;--;;  267394,, 2.00  ;;--;;  267394,, 2.000000
267394,, 2.00  ;;--;;  267394,, 2.00  ;;--;;  267394,, 2.000000
267397,, -85.75  ;;--;;  267397,, -85.75  ;;--;;  267397,, -85.750000
267397,, -85.75  ;;--;;  267397,, -85.75  ;;--;;  267397,, -85.750000
267400,, -81.50  ;;--;;  267400,, -81.50  ;;--;;  267400,, -81.500000
267400,, -81.50  ;;--;;  267400,, -81.50  ;;--;;  267400,, -81.500000
267403,, 3.00  ;;--;;  267403,, 3.00  ;;--;;  267403,, 3.000000
267403,, 3.00  ;;--;;  267403,, 3.00  ;;--;;  267403,, 3.000000
267406,, 1.50  ;;--;;  267406,, 1.50  ;;--;;  267406,, 1.500000
267406,, 1.50  ;;--;;  267406,, 1.50  ;;--;;  267406,, 1.500000
267408,, 2.00  ;;--;;  267408,, 2.00  ;;--;;  267408,, 2.000000
267409,, 2.00  ;;--;;  267409,, 2.00  ;;--;;  267409,, 2.000000
267411,, 1.25  ;;--;;  267411,, 1.25  ;;--;;  267411,, 1.250000
267412,, 1.25  ;;--;;  267412,, 1.25  ;;--;;  267412,, 1.250000
267414,, 0.50  ;;--;;  267414,, 0.50  ;;--;;  267414,, 0.500000
267414,, 0.50  ;;--;;  267414,, 0.50  ;;--;;  267414,, 0.500000
267417,, 0.75  ;;--;;  267417,, 0.75  ;;--;;  267417,, 0.750000
267417,, 0.75  ;;--;;  267417,, 0.75  ;;--;;  267417,, 0.750000
267420,, -0.25  ;;--;;  267420,, -0.25  ;;--;;  267420,, -0.250000
267420,, -0.25  ;;--;;  267420,, -0.25  ;;--;;  267420,, -0.250000
267423,, -0.25  ;;--;;  267423,, -0.25  ;;--;;  267423,, -0.250000
267423,, -0.25  ;;--;;  267423,, -0.25  ;;--;;  267423,, -0.250000
267426,, -0.75  ;;--;;  267426,, -0.75  ;;--;;  267426,, -0.750000
267426,, -0.75  ;;--;;  267426,, -0.75  ;;--;;  267426,, -0.750000
267429,, -1.00  ;;--;;  267429,, -1.00  ;;--;;  267429,, -1.000000
267429,, -1.00  ;;--;;  267429,, -1.00  ;;--;;  267429,, -1.000000
267431,, -1.75  ;;--;;  267431,, -1.75  ;;--;;  267431,, -1.750000
267432,, -1.75  ;;--;;  267432,, -1.75  ;;--;;  267432,, -1.750000
267434,, -0.25  ;;--;;  267434,, -0.25  ;;--;;  267434,, -0.250000
267435,, -0.25  ;;--;;  267435,, -0.25  ;;--;;  267435,, -0.250000
267437,, -0.75  ;;--;;  267437,, -0.75  ;;--;;  267437,, -0.750000
267438,, -0.75  ;;--;;  267438,, -0.75  ;;--;;  267438,, -0.750000
267440,, -0.75  ;;--;;  267440,, -0.75  ;;--;;  267440,, -0.750000
267440,, -0.75  ;;--;;  267440,, -0.75  ;;--;;  267440,, -0.750000
267443,, -1.00  ;;--;;  267443,, -1.00  ;;--;;  267443,, -1.000000
267443,, -1.00  ;;--;;  267443,, -1.00  ;;--;;  267443,, -1.000000
267446,, -0.75  ;;--;;  267446,, -0.75  ;;--;;  267446,, -0.750000
267446,, -0.75  ;;--;;  267446,, -0.75  ;;--;;  267446,, -0.750000
267449,, -1.00  ;;--;;  267449,, -1.00  ;;--;;  267449,, -1.000000
267449,, -1.00  ;;--;;  267449,, -1.00  ;;--;;  267449,, -1.000000
267452,, -2.00  ;;--;;  267452,, -2.00  ;;--;;  267452,, -2.000000
267452,, -2.00  ;;--;;  267452,, -2.00  ;;--;;  267452,, -2.000000
267455,, -1.25  ;;--;;  267455,, -1.25  ;;--;;  267455,, -1.250000
267455,, -1.25  ;;--;;  267455,, -1.25  ;;--;;  267455,, -1.250000
267457,, -1.25  ;;--;;  267457,, -1.25  ;;--;;  267457,, -1.250000
267458,, -1.25  ;;--;;  267458,, -1.25  ;;--;;  267458,, -1.250000
267460,, -86.25  ;;--;;  267460,, -86.25  ;;--;;  267460,, -86.250000
267461,, -86.25  ;;--;;  267461,, -86.25  ;;--;;  267461,, -86.250000
267463,, -3.00  ;;--;;  267463,, -3.00  ;;--;;  267463,, -3.000000
267463,, -3.00  ;;--;;  267463,, -3.00  ;;--;;  267463,, -3.000000
267466,, -2.25  ;;--;;  267466,, -2.25  ;;--;;  267466,, -2.250000
267466,, -2.25  ;;--;;  267466,, -2.25  ;;--;;  267466,, -2.250000
267469,, -2.00  ;;--;;  267469,, -2.00  ;;--;;  267469,, -2.000000
267469,, -2.00  ;;--;;  267469,, -2.00  ;;--;;  267469,, -2.000000
267472,, -1.25  ;;--;;  267472,, -1.25  ;;--;;  267472,, -1.250000
267472,, -1.25  ;;--;;  267472,, -1.25  ;;--;;  267472,, -1.250000
267475,, -3.75  ;;--;;  267475,, -3.75  ;;--;;  267475,, -3.750000
267475,, -3.75  ;;--;;  267475,, -3.75  ;;--;;  267475,, -3.750000
267478,, -2.00  ;;--;;  267478,, -2.00  ;;--;;  267478,, -2.000000
267478,, -2.00  ;;--;;  267478,, -2.00  ;;--;;  267478,, -2.000000
267480,, -2.00  ;;--;;  267480,, -2.00  ;;--;;  267480,, -2.000000
267481,, -2.00  ;;--;;  267481,, -2.00  ;;--;;  267481,, -2.000000
267483,, -0.75  ;;--;;  267483,, -0.75  ;;--;;  267483,, -0.750000
267484,, -0.75  ;;--;;  267484,, -0.75  ;;--;;  267484,, -0.750000
267486,, -2.00  ;;--;;  267486,, -2.00  ;;--;;  267486,, -2.000000
267487,, -2.00  ;;--;;  267487,, -2.00  ;;--;;  267487,, -2.000000
267489,, -2.00  ;;--;;  267489,, -2.00  ;;--;;  267489,, -2.000000
267489,, -2.00  ;;--;;  267489,, -2.00  ;;--;;  267489,, -2.000000
267492,, -1.75  ;;--;;  267492,, -1.75  ;;--;;  267492,, -1.750000
267492,, -1.75  ;;--;;  267492,, -1.75  ;;--;;  267492,, -1.750000
267495,, -3.50  ;;--;;  267495,, -3.50  ;;--;;  267495,, -3.500000
267495,, -3.50  ;;--;;  267495,, -3.50  ;;--;;  267495,, -3.500000
267498,, -4.50  ;;--;;  267498,, -4.50  ;;--;;  267498,, -4.500000
267498,, -4.50  ;;--;;  267498,, -4.50  ;;--;;  267498,, -4.500000
267501,, -3.75  ;;--;;  267501,, -3.75  ;;--;;  267501,, -3.750000
267501,, -3.75  ;;--;;  267501,, -3.75  ;;--;;  267501,, -3.750000
267503,, -4.50  ;;--;;  267503,, -4.50  ;;--;;  267503,, -4.500000
267504,, -4.50  ;;--;;  267504,, -4.50  ;;--;;  267504,, -4.500000
267506,, -4.50  ;;--;;  267506,, -4.50  ;;--;;  267506,, -4.500000
267507,, -4.50  ;;--;;  267507,, -4.50  ;;--;;  267507,, -4.500000
267509,, -5.00  ;;--;;  267509,, -5.00  ;;--;;  267509,, -5.000000
267510,, -5.00  ;;--;;  267510,, -5.00  ;;--;;  267510,, -5.000000
267512,, -5.75  ;;--;;  267512,, -5.75  ;;--;;  267512,, -5.750000
267512,, -5.75  ;;--;;  267512,, -5.75  ;;--;;  267512,, -5.750000
267515,, -6.50  ;;--;;  267515,, -6.50  ;;--;;  267515,, -6.500000
267515,, -6.50  ;;--;;  267515,, -6.50  ;;--;;  267515,, -6.500000
267518,, -6.25  ;;--;;  267518,, -6.25  ;;--;;  267518,, -6.250000
267518,, -6.25  ;;--;;  267518,, -6.25  ;;--;;  267518,, -6.250000
267521,, -88.50  ;;--;;  267521,, -88.50  ;;--;;  267521,, -88.500000
267521,, -88.50  ;;--;;  267521,, -88.50  ;;--;;  267521,, -88.500000
267524,, -4.75  ;;--;;  267524,, -4.75  ;;--;;  267524,, -4.750000
267524,, -4.75  ;;--;;  267524,, -4.75  ;;--;;  267524,, -4.750000
267527,, -3.25  ;;--;;  267527,, -3.25  ;;--;;  267527,, -3.250000
267527,, -3.25  ;;--;;  267527,, -3.25  ;;--;;  267527,, -3.250000
267529,, -4.25  ;;--;;  267529,, -4.25  ;;--;;  267529,, -4.250000
267530,, -4.25  ;;--;;  267530,, -4.25  ;;--;;  267530,, -4.250000
267532,, -3.25  ;;--;;  267532,, -3.25  ;;--;;  267532,, -3.250000
267533,, -3.25  ;;--;;  267533,, -3.25  ;;--;;  267533,, -3.250000
267535,, -4.00  ;;--;;  267535,, -4.00  ;;--;;  267535,, -4.000000
267535,, -4.00  ;;--;;  267535,, -4.00  ;;--;;  267535,, -4.000000
267538,, -4.00  ;;--;;  267538,, -4.00  ;;--;;  267538,, -4.000000
267538,, -4.00  ;;--;;  267538,, -4.00  ;;--;;  267538,, -4.000000
267541,, -3.75  ;;--;;  267541,, -3.75  ;;--;;  267541,, -3.750000
267541,, -3.75  ;;--;;  267541,, -3.75  ;;--;;  267541,, -3.750000
267544,, -4.00  ;;--;;  267544,, -4.00  ;;--;;  267544,, -4.000000
267544,, -4.00  ;;--;;  267544,, -4.00  ;;--;;  267544,, -4.000000
267547,, -3.25  ;;--;;  267547,, -3.25  ;;--;;  267547,, -3.250000
267547,, -3.25  ;;--;;  267547,, -3.25  ;;--;;  267547,, -3.250000
267550,, -2.25  ;;--;;  267550,, -2.25  ;;--;;  267550,, -2.250000
267550,, -2.25  ;;--;;  267550,, -2.25  ;;--;;  267550,, -2.250000
267552,, -3.50  ;;--;;  267552,, -3.50  ;;--;;  267552,, -3.500000
267553,, -3.50  ;;--;;  267553,, -3.50  ;;--;;  267553,, -3.500000
267555,, -2.50  ;;--;;  267555,, -2.50  ;;--;;  267555,, -2.500000
267556,, -2.50  ;;--;;  267556,, -2.50  ;;--;;  267556,, -2.500000
267558,, -2.00  ;;--;;  267558,, -2.00  ;;--;;  267558,, -2.000000
267559,, -2.00  ;;--;;  267559,, -2.00  ;;--;;  267559,, -2.000000
267561,, -3.25  ;;--;;  267561,, -3.25  ;;--;;  267561,, -3.250000
267561,, -3.25  ;;--;;  267561,, -3.25  ;;--;;  267561,, -3.250000
267564,, -2.75  ;;--;;  267564,, -2.75  ;;--;;  267564,, -2.750000
267564,, -2.75  ;;--;;  267564,, -2.75  ;;--;;  267564,, -2.750000
267567,, -1.75  ;;--;;  267567,, -1.75  ;;--;;  267567,, -1.750000
267567,, -1.75  ;;--;;  267567,, -1.75  ;;--;;  267567,, -1.750000
267570,, -1.50  ;;--;;  267570,, -1.50  ;;--;;  267570,, -1.500000
267570,, -1.50  ;;--;;  267570,, -1.50  ;;--;;  267570,, -1.500000
267573,, -0.75  ;;--;;  267573,, -0.75  ;;--;;  267573,, -0.750000
267573,, -0.75  ;;--;;  267573,, -0.75  ;;--;;  267573,, -0.750000
267575,, -0.75  ;;--;;  267575,, -0.75  ;;--;;  267575,, -0.750000
267576,, -0.75  ;;--;;  267576,, -0.75  ;;--;;  267576,, -0.750000
267578,, -83.25  ;;--;;  267578,, -83.25  ;;--;;  267578,, -83.250000
267579,, -83.25  ;;--;;  267579,, -83.25  ;;--;;  267579,, -83.250000
267581,, -84.75  ;;--;;  267581,, -84.75  ;;--;;  267581,, -84.750000
267582,, -84.75  ;;--;;  267582,, -84.75  ;;--;;  267582,, -84.750000
267584,, -1.75  ;;--;;  267584,, -1.75  ;;--;;  267584,, -1.750000
267584,, -1.75  ;;--;;  267584,, -1.75  ;;--;;  267584,, -1.750000
267587,, -2.50  ;;--;;  267587,, -2.50  ;;--;;  267587,, -2.500000
267587,, -2.50  ;;--;;  267587,, -2.50  ;;--;;  267587,, -2.500000
267590,, -1.25  ;;--;;  267590,, -1.25  ;;--;;  267590,, -1.250000
267590,, -1.25  ;;--;;  267590,, -1.25  ;;--;;  267590,, -1.250000
267593,, -0.25  ;;--;;  267593,, -0.25  ;;--;;  267593,, -0.250000
267593,, -0.25  ;;--;;  267593,, -0.25  ;;--;;  267593,, -0.250000
267596,, -1.75  ;;--;;  267596,, -1.75  ;;--;;  267596,, -1.750000
267596,, -1.75  ;;--;;  267596,, -1.75  ;;--;;  267596,, -1.750000
267599,, -2.25  ;;--;;  267599,, -2.25  ;;--;;  267599,, -2.250000
267599,, -2.25  ;;--;;  267599,, -2.25  ;;--;;  267599,, -2.250000
267601,, -0.25  ;;--;;  267601,, -0.25  ;;--;;  267601,, -0.250000
267602,, -0.25  ;;--;;  267602,, -0.25  ;;--;;  267602,, -0.250000
267604,, 0.25  ;;--;;  267604,, 0.25  ;;--;;  267604,, 0.250000
267605,, 0.25  ;;--;;  267605,, 0.25  ;;--;;  267605,, 0.250000
267607,, -1.25  ;;--;;  267607,, -1.25  ;;--;;  267607,, -1.250000
267607,, -1.25  ;;--;;  267607,, -1.25  ;;--;;  267607,, -1.250000
267610,, -0.25  ;;--;;  267610,, -0.25  ;;--;;  267610,, -0.250000
267610,, -0.25  ;;--;;  267610,, -0.25  ;;--;;  267610,, -0.250000
267613,, -0.50  ;;--;;  267613,, -0.50  ;;--;;  267613,, -0.500000
267613,, -0.50  ;;--;;  267613,, -0.50  ;;--;;  267613,, -0.500000
267616,, -1.00  ;;--;;  267616,, -1.00  ;;--;;  267616,, -1.000000
267616,, -1.00  ;;--;;  267616,, -1.00  ;;--;;  267616,, -1.000000
267619,, -2.25  ;;--;;  267619,, -2.25  ;;--;;  267619,, -2.250000
267619,, -2.25  ;;--;;  267619,, -2.25  ;;--;;  267619,, -2.250000
267622,, -1.75  ;;--;;  267622,, -1.75  ;;--;;  267622,, -1.750000
267622,, -1.75  ;;--;;  267622,, -1.75  ;;--;;  267622,, -1.750000
