246754,, 402,, 0,, 25.00  ;;--;;  246754,, 402,, 0,, 25.00
246759,, 406,, 0,, 25.00  ;;--;;  246759,, 406,, 0,, 25.00
246764,, 402,, 0,, 25.00  ;;--;;  246764,, 402,, 0,, 25.00
246769,, 402,, 0,, 25.00  ;;--;;  246769,, 402,, 0,, 25.00
246774,, 402,, 0,, 25.00  ;;--;;  246774,, 402,, 0,, 25.00
246780,, 406,, 0,, 25.00  ;;--;;  246780,, 406,, 0,, 25.00
246785,, 406,, 0,, 25.36  ;;--;;  246785,, 406,, 0,, 25.36
246790,, 402,, 0,, 25.00  ;;--;;  246790,, 402,, 0,, 25.00
246795,, 406,, 0,, 25.00  ;;--;;  246795,, 406,, 0,, 25.00
246800,, 402,, 0,, 25.00  ;;--;;  246800,, 402,, 0,, 25.00
246805,, 402,, 0,, 25.00  ;;--;;  246805,, 402,, 0,, 25.00
246810,, 402,, 0,, 25.00  ;;--;;  246810,, 402,, 0,, 25.00
246815,, 406,, 0,, 25.00  ;;--;;  246815,, 406,, 0,, 25.00
246820,, 402,, 0,, 25.00  ;;--;;  246820,, 402,, 0,, 25.00
246825,, 402,, 0,, 25.00  ;;--;;  246825,, 402,, 0,, 25.00
246830,, 402,, 0,, 25.00  ;;--;;  246830,, 402,, 0,, 25.00
246835,, 402,, 0,, 25.00  ;;--;;  246835,, 402,, 0,, 25.00
246840,, 402,, 0,, 25.00  ;;--;;  246840,, 402,, 0,, 25.00
246845,, 402,, 0,, 25.00  ;;--;;  246845,, 402,, 0,, 25.00
246850,, 402,, 0,, 25.00  ;;--;;  246850,, 402,, 0,, 25.00
246855,, 402,, 0,, 25.00  ;;--;;  246855,, 402,, 0,, 25.00
246860,, 402,, 0,, 25.00  ;;--;;  246860,, 402,, 0,, 25.00
246865,, 402,, 0,, 25.00  ;;--;;  246865,, 402,, 0,, 25.00
246870,, 400,, 0,, 25.00  ;;--;;  246870,, 400,, 0,, 25.00
246875,, 400,, 0,, 25.00  ;;--;;  246875,, 400,, 0,, 25.00
246881,, 400,, 0,, 25.00  ;;--;;  246881,, 400,, 0,, 25.00
246886,, 400,, 0,, 25.00  ;;--;;  246886,, 400,, 0,, 25.00
246891,, 400,, 0,, 25.00  ;;--;;  246891,, 400,, 0,, 25.00
246896,, 402,, 0,, 25.00  ;;--;;  246896,, 402,, 0,, 25.00
246901,, 402,, 0,, 25.00  ;;--;;  246901,, 402,, 0,, 25.00
246906,, 402,, 0,, 25.00  ;;--;;  246906,, 402,, 0,, 25.00
246971,, 402,, 0,, 25.00  ;;--;;  246971,, 402,, 0,, 25.00
246976,, 400,, 0,, 25.00  ;;--;;  246976,, 400,, 0,, 25.00
246981,, 400,, 0,, 25.00  ;;--;;  246981,, 400,, 0,, 25.00
246986,, 400,, 0,, 25.00  ;;--;;  246986,, 400,, 0,, 25.00
246991,, 405,, 0,, 25.00  ;;--;;  246991,, 405,, 0,, 25.00
246996,, 407,, 1,, 25.00  ;;--;;  246996,, 407,, 1,, 25.00
247001,, 405,, 0,, 25.00  ;;--;;  247001,, 405,, 0,, 25.00
247006,, 407,, 1,, 25.00  ;;--;;  247006,, 407,, 1,, 25.00
247012,, 407,, 1,, 25.00  ;;--;;  247012,, 407,, 1,, 25.00
247017,, 405,, 0,, 25.00  ;;--;;  247017,, 405,, 0,, 25.00
247022,, 405,, 0,, 25.00  ;;--;;  247022,, 405,, 0,, 25.00
247027,, 405,, 0,, 25.00  ;;--;;  247027,, 405,, 0,, 25.00
247032,, 400,, 0,, 25.00  ;;--;;  247032,, 400,, 0,, 25.00
247037,, 407,, 1,, 25.00  ;;--;;  247037,, 407,, 1,, 25.00
247042,, 407,, 1,, 25.00  ;;--;;  247042,, 407,, 1,, 25.00
247047,, 405,, 0,, 25.00  ;;--;;  247047,, 405,, 0,, 25.00
247052,, 407,, 1,, 25.00  ;;--;;  247052,, 407,, 1,, 25.00
247057,, 407,, 1,, 25.00  ;;--;;  247057,, 407,, 1,, 25.00
247062,, 407,, 1,, 25.00  ;;--;;  247062,, 407,, 1,, 25.00
247067,, 407,, 1,, 25.36  ;;--;;  247067,, 407,, 1,, 25.36
247072,, 407,, 1,, 25.00  ;;--;;  247072,, 407,, 1,, 25.00
247077,, 405,, 0,, 25.00  ;;--;;  247077,, 405,, 0,, 25.00
247082,, 405,, 0,, 25.00  ;;--;;  247082,, 405,, 0,, 25.00
247087,, 407,, 1,, 25.00  ;;--;;  247087,, 407,, 1,, 25.00
247092,, 407,, 1,, 25.00  ;;--;;  247092,, 407,, 1,, 25.00
247097,, 405,, 0,, 25.00  ;;--;;  247097,, 405,, 0,, 25.00
247102,, 405,, 0,, 25.00  ;;--;;  247102,, 405,, 0,, 25.00
247107,, 405,, 0,, 25.00  ;;--;;  247107,, 405,, 0,, 25.00
247112,, 405,, 0,, 25.00  ;;--;;  247112,, 405,, 0,, 25.00
247118,, 405,, 0,, 25.00  ;;--;;  247118,, 405,, 0,, 25.00
247123,, 405,, 0,, 25.00  ;;--;;  247123,, 405,, 0,, 25.00
247128,, 405,, 0,, 25.00  ;;--;;  247128,, 405,, 0,, 25.00
247133,, 405,, 0,, 25.00  ;;--;;  247133,, 405,, 0,, 25.00
247138,, 405,, 0,, 25.00  ;;--;;  247138,, 405,, 0,, 25.00
247143,, 405,, 0,, 25.00  ;;--;;  247143,, 405,, 0,, 25.00
247148,, 405,, 0,, 25.00  ;;--;;  247148,, 405,, 0,, 25.00
247153,, 405,, 0,, 25.00  ;;--;;  247153,, 405,, 0,, 25.00
247158,, 407,, 1,, 25.00  ;;--;;  247158,, 407,, 1,, 25.00
247163,, 407,, 1,, 25.00  ;;--;;  247163,, 407,, 1,, 25.00
247168,, 407,, 1,, 25.36  ;;--;;  247168,, 407,, 1,, 25.36
247173,, 407,, 1,, 25.36  ;;--;;  247173,, 407,, 1,, 25.36
247178,, 407,, 1,, 25.36  ;;--;;  247178,, 407,, 1,, 25.36
247183,, 405,, 0,, 25.00  ;;--;;  247183,, 405,, 0,, 25.00
247188,, 405,, 0,, 25.36  ;;--;;  247188,, 405,, 0,, 25.36
247193,, 405,, 0,, 25.00  ;;--;;  247193,, 405,, 0,, 25.00
247198,, 405,, 0,, 25.00  ;;--;;  247198,, 405,, 0,, 25.00
247203,, 405,, 0,, 25.00  ;;--;;  247203,, 405,, 0,, 25.00
247208,, 407,, 1,, 25.36  ;;--;;  247208,, 407,, 1,, 25.36
247213,, 407,, 1,, 25.36  ;;--;;  247213,, 407,, 1,, 25.36
247219,, 405,, 0,, 25.00  ;;--;;  247219,, 405,, 0,, 25.00
247224,, 405,, 0,, 25.00  ;;--;;  247224,, 405,, 0,, 25.00
247229,, 400,, 0,, 25.00  ;;--;;  247229,, 400,, 0,, 25.00
247234,, 400,, 0,, 25.00  ;;--;;  247234,, 400,, 0,, 25.00
247239,, 405,, 0,, 25.00  ;;--;;  247239,, 405,, 0,, 25.00
247244,, 405,, 0,, 25.00  ;;--;;  247244,, 405,, 0,, 25.00
247249,, 405,, 0,, 25.00  ;;--;;  247249,, 405,, 0,, 25.00
247254,, 405,, 0,, 25.00  ;;--;;  247254,, 405,, 0,, 25.00
247259,, 405,, 0,, 25.00  ;;--;;  247259,, 405,, 0,, 25.00
247264,, 405,, 0,, 25.00  ;;--;;  247264,, 405,, 0,, 25.00
247269,, 405,, 0,, 25.00  ;;--;;  247269,, 405,, 0,, 25.00
247334,, 400,, 0,, 25.00  ;;--;;  247334,, 400,, 0,, 25.00
247339,, 400,, 0,, 25.00  ;;--;;  247339,, 400,, 0,, 25.00
247345,, 400,, 0,, 25.00  ;;--;;  247345,, 400,, 0,, 25.00
247350,, 400,, 0,, 25.00  ;;--;;  247350,, 400,, 0,, 25.00
247355,, 400,, 0,, 25.00  ;;--;;  247355,, 400,, 0,, 25.00
247360,, 400,, 0,, 25.00  ;;--;;  247360,, 400,, 0,, 25.00
247365,, 405,, 0,, 25.00  ;;--;;  247365,, 405,, 0,, 25.00
247370,, 405,, 0,, 25.00  ;;--;;  247370,, 405,, 0,, 25.00
247375,, 405,, 0,, 25.00  ;;--;;  247375,, 405,, 0,, 25.00
247380,, 405,, 0,, 25.00  ;;--;;  247380,, 405,, 0,, 25.00
247385,, 405,, 0,, 25.00  ;;--;;  247385,, 405,, 0,, 25.00
247390,, 405,, 0,, 25.00  ;;--;;  247390,, 405,, 0,, 25.00
247395,, 405,, 0,, 25.00  ;;--;;  247395,, 405,, 0,, 25.00
247400,, 407,, 1,, 25.36  ;;--;;  247400,, 407,, 1,, 25.36
247405,, 407,, 1,, 25.00  ;;--;;  247405,, 407,, 1,, 25.00
247410,, 405,, 0,, 25.00  ;;--;;  247410,, 405,, 0,, 25.00
247415,, 407,, 1,, 25.00  ;;--;;  247415,, 407,, 1,, 25.00
247420,, 407,, 1,, 25.00  ;;--;;  247420,, 407,, 1,, 25.00
247425,, 405,, 0,, 25.00  ;;--;;  247425,, 405,, 0,, 25.00
247430,, 405,, 0,, 25.00  ;;--;;  247430,, 405,, 0,, 25.00
247435,, 407,, 1,, 25.00  ;;--;;  247435,, 407,, 1,, 25.00
247440,, 407,, 1,, 25.36  ;;--;;  247440,, 407,, 1,, 25.36
247445,, 405,, 0,, 25.00  ;;--;;  247445,, 405,, 0,, 25.00
247451,, 405,, 0,, 25.00  ;;--;;  247451,, 405,, 0,, 25.00
247456,, 405,, 0,, 25.00  ;;--;;  247456,, 405,, 0,, 25.00
247461,, 405,, 0,, 25.00  ;;--;;  247461,, 405,, 0,, 25.00
247466,, 405,, 0,, 25.00  ;;--;;  247466,, 405,, 0,, 25.00
247471,, 407,, 1,, 25.36  ;;--;;  247471,, 407,, 1,, 25.36
247476,, 405,, 0,, 25.00  ;;--;;  247476,, 405,, 0,, 25.00
247481,, 405,, 0,, 25.00  ;;--;;  247481,, 405,, 0,, 25.00
247486,, 405,, 0,, 25.00  ;;--;;  247486,, 405,, 0,, 25.00
247491,, 405,, 0,, 25.00  ;;--;;  247491,, 405,, 0,, 25.00
247496,, 405,, 0,, 25.00  ;;--;;  247496,, 405,, 0,, 25.00
247501,, 405,, 0,, 25.00  ;;--;;  247501,, 405,, 0,, 25.00
247506,, 407,, 1,, 25.00  ;;--;;  247506,, 407,, 1,, 25.00
247511,, 405,, 0,, 25.00  ;;--;;  247511,, 405,, 0,, 25.00
247516,, 405,, 0,, 25.00  ;;--;;  247516,, 405,, 0,, 25.00
247521,, 407,, 1,, 25.00  ;;--;;  247521,, 407,, 1,, 25.00
247526,, 407,, 1,, 25.00  ;;--;;  247526,, 407,, 1,, 25.00
247531,, 410,, 1,, 25.00  ;;--;;  247531,, 410,, 1,, 25.00
247536,, 407,, 1,, 25.36  ;;--;;  247536,, 407,, 1,, 25.36
247541,, 410,, 1,, 25.36  ;;--;;  247541,, 410,, 1,, 25.36
247546,, 410,, 1,, 25.36  ;;--;;  247546,, 410,, 1,, 25.36
247551,, 416,, 2,, 25.36  ;;--;;  247551,, 416,, 2,, 25.36
247557,, 410,, 1,, 25.36  ;;--;;  247557,, 410,, 1,, 25.36
247562,, 446,, 7,, 25.00  ;;--;;  247562,, 446,, 7,, 25.00
247567,, 432,, 4,, 25.36  ;;--;;  247567,, 432,, 4,, 25.36
247572,, 427,, 4,, 25.36  ;;--;;  247572,, 427,, 4,, 25.36
247577,, 423,, 3,, 25.36  ;;--;;  247577,, 423,, 3,, 25.36
247582,, 420,, 3,, 25.00  ;;--;;  247582,, 420,, 3,, 25.00
247587,, 416,, 2,, 25.36  ;;--;;  247587,, 416,, 2,, 25.36
247592,, 416,, 2,, 25.36  ;;--;;  247592,, 416,, 2,, 25.36
247597,, 420,, 3,, 25.00  ;;--;;  247597,, 420,, 3,, 25.00
247602,, 416,, 2,, 25.00  ;;--;;  247602,, 416,, 2,, 25.00
247607,, 420,, 3,, 25.00  ;;--;;  247607,, 420,, 3,, 25.00
247612,, 416,, 2,, 25.00  ;;--;;  247612,, 416,, 2,, 25.00
247617,, 420,, 3,, 25.00  ;;--;;  247617,, 420,, 3,, 25.00
247622,, 416,, 2,, 25.00  ;;--;;  247622,, 416,, 2,, 25.00
247627,, 420,, 3,, 25.36  ;;--;;  247627,, 420,, 3,, 25.36
247632,, 416,, 2,, 25.00  ;;--;;  247632,, 416,, 2,, 25.00
247698,, 416,, 2,, 25.00  ;;--;;  247698,, 416,, 2,, 25.00
247703,, 400,, 0,, 25.36  ;;--;;  247703,, 400,, 0,, 25.36
247708,, 400,, 0,, 25.00  ;;--;;  247708,, 400,, 0,, 25.00
247713,, 403,, 0,, 25.00  ;;--;;  247713,, 403,, 0,, 25.00
247718,, 400,, 0,, 25.36  ;;--;;  247718,, 400,, 0,, 25.36
247723,, 403,, 0,, 25.00  ;;--;;  247723,, 403,, 0,, 25.00
247728,, 400,, 0,, 25.00  ;;--;;  247728,, 400,, 0,, 25.00
247733,, 403,, 0,, 25.00  ;;--;;  247733,, 403,, 0,, 25.00
247738,, 400,, 0,, 25.00  ;;--;;  247738,, 400,, 0,, 25.00
247743,, 400,, 0,, 25.00  ;;--;;  247743,, 400,, 0,, 25.00
247748,, 400,, 0,, 25.00  ;;--;;  247748,, 400,, 0,, 25.00
247753,, 400,, 0,, 25.00  ;;--;;  247753,, 400,, 0,, 25.00
247758,, 400,, 0,, 25.00  ;;--;;  247758,, 400,, 0,, 25.00
247763,, 400,, 0,, 25.00  ;;--;;  247763,, 400,, 0,, 25.00
247768,, 400,, 0,, 25.00  ;;--;;  247768,, 400,, 0,, 25.00
247773,, 400,, 0,, 25.36  ;;--;;  247773,, 400,, 0,, 25.36
247778,, 400,, 0,, 25.00  ;;--;;  247778,, 400,, 0,, 25.00
247783,, 400,, 0,, 25.00  ;;--;;  247783,, 400,, 0,, 25.00
247788,, 403,, 0,, 25.00  ;;--;;  247788,, 403,, 0,, 25.00
247794,, 400,, 0,, 25.00  ;;--;;  247794,, 400,, 0,, 25.00
247799,, 403,, 0,, 25.00  ;;--;;  247799,, 403,, 0,, 25.00
247804,, 400,, 0,, 25.00  ;;--;;  247804,, 400,, 0,, 25.00
247809,, 406,, 0,, 25.00  ;;--;;  247809,, 406,, 0,, 25.00
247814,, 406,, 0,, 25.00  ;;--;;  247814,, 406,, 0,, 25.00
247819,, 400,, 0,, 25.00  ;;--;;  247819,, 400,, 0,, 25.00
247824,, 400,, 0,, 25.00  ;;--;;  247824,, 400,, 0,, 25.00
247829,, 400,, 0,, 25.00  ;;--;;  247829,, 400,, 0,, 25.00
247834,, 400,, 0,, 25.36  ;;--;;  247834,, 400,, 0,, 25.36
247839,, 400,, 0,, 25.00  ;;--;;  247839,, 400,, 0,, 25.00
247844,, 406,, 0,, 25.00  ;;--;;  247844,, 406,, 0,, 25.00
247849,, 400,, 0,, 25.00  ;;--;;  247849,, 400,, 0,, 25.00
247854,, 400,, 0,, 25.00  ;;--;;  247854,, 400,, 0,, 25.00
247859,, 400,, 0,, 25.00  ;;--;;  247859,, 400,, 0,, 25.00
247864,, 406,, 0,, 25.00  ;;--;;  247864,, 406,, 0,, 25.00
247869,, 406,, 0,, 25.36  ;;--;;  247869,, 406,, 0,, 25.36
247874,, 406,, 0,, 25.00  ;;--;;  247874,, 406,, 0,, 25.00
247879,, 406,, 0,, 25.00  ;;--;;  247879,, 406,, 0,, 25.00
247884,, 400,, 0,, 25.00  ;;--;;  247884,, 400,, 0,, 25.00
247889,, 400,, 0,, 25.00  ;;--;;  247889,, 400,, 0,, 25.00
247894,, 403,, 0,, 25.00  ;;--;;  247894,, 403,, 0,, 25.00
247900,, 403,, 0,, 25.00  ;;--;;  247900,, 403,, 0,, 25.00
