     Time    , ADC Output
1556893139.43, 1
1556893141.43, 1
1556893143.44, 1
1556893145.44, 1
1556893147.44, 1
1556893149.45, 1
1556893151.45, 1
1556893153.45, 1
1556893155.45, 1
1556893157.46, 1
1556893159.46, 1
1556893161.46, 1
1556893163.46, 1
1556893165.47, 1
1556893167.47, 1
1556893169.47, 1
1556893171.48, 1
1556893173.48, 1
1556893175.48, 1
1556893177.48, 1
1556893179.49, 1
1556893181.49, 1
1556893183.49, 1
1556893185.5, 1
1556893187.5, 1
1556893189.5, 1
1556893191.5, 1
1556893193.51, 1
1556893195.51, 1
1556893197.51, 1
1556893199.52, 1
1556893201.52, 1
1556893203.52, 1
1556893205.52, 1
1556893207.53, 1
1556893209.53, 1
1556893211.53, 1
1556893213.54, 1
1556893215.54, 1
1556893217.54, 1
1556893219.54, 1
1556893221.55, 1
1556893223.55, 1
1556893225.55, 1
1556893227.56, 1
1556893229.56, 1
1556893231.56, 1
1556893233.56, 1
1556893235.57, 1
1556893237.57, 1
1556893239.57, 1
1556893241.58, 1
1556893243.58, 1
1556893245.58, 1
1556893247.58, 1
1556893249.59, 1
1556893251.59, 1
1556893253.59, 1
1556893255.59, 1
1556893257.6, 1
1556893259.6, 1
1556893261.6, 1
1556893263.61, 1
1556893265.61, 1
1556893267.61, 1
1556893269.61, 1
1556893271.62, 1
1556893273.62, 1
1556893275.62, 1
1556893277.62, 1
1556893279.63, 1
1556893281.63, 1
1556893283.63, 1
1556893285.64, 1
1556893287.64, 1
1556893289.64, 1
1556893291.64, 1
1556893293.65, 1
1556893295.65, 1
1556893297.65, 1
1556893299.66, 1
1556893301.66, 1
1556893303.66, 1
1556893305.66, 1
1556893307.67, 1
1556893309.67, 1
1556893311.67, 1
1556893313.68, 1
1556893315.68, 1
1556893317.68, 1
1556893319.68, 1
1556893321.69, 1
1556893323.69, 1
1556893325.69, 1
1556893327.69, 1
1556893329.7, 1
1556893331.7, 1
1556893333.7, 1
1556893335.7, 1
1556893337.71, 1
1556893339.71, 1
1556893341.71, 1
1556893343.71, 1
1556893345.72, 1
1556893347.72, 1
1556893349.72, 1
1556893351.73, 1
1556893353.73, 1
1556893355.73, 1
1556893357.73, 1
1556893359.74, 1
1556893361.74, 1
1556893363.74, 1
1556893365.75, 1
1556893367.75, 1
1556893369.75, 1
1556893371.75, 1
1556893373.76, 1
1556893375.76, 1
1556893377.76, 1
1556893379.77, 1
1556893381.77, 1
1556893383.77, 1
1556893385.77, 1
1556893387.78, 1
1556893389.78, 1
1556893391.78, 1
1556893393.78, 1
1556893395.79, 1
1556893397.79, 1
1556893399.79, 1
1556893401.8, 1
1556893403.8, 1
1556893405.8, 1
1556893407.8, 1
1556893409.81, 1
1556893411.81, 1
1556893413.81, 1
1556893415.82, 1
1556893417.82, 1
1556893419.82, 1
1556893421.82, 1
1556893423.83, 1
1556893425.83, 1
1556893427.83, 1
1556893429.84, 1
1556893431.84, 1
1556893433.84, 1
1556893435.84, 1
1556893437.85, 1
1556893439.85, 1
1556893441.85, 1
1556893443.85, 1
1556893445.86, 1
1556893447.86, 1
1556893449.86, 1
1556893451.87, 1
1556893453.87, 1
1556893455.87, 1
1556893457.87, 1
1556893459.88, 1
1556893461.88, 1
1556893463.88, 1
1556893465.89, 1
1556893467.89, 1
1556893469.89, 1
1556893471.89, 1
1556893473.9, 1
1556893475.9, 1
1556893477.9, 1
1556893479.91, 1
1556893481.91, 1
1556893483.91, 1
1556893485.91, 1
1556893487.92, 1
1556893489.92, 1
1556893491.92, 1
1556893493.92, 1
1556893495.93, 1
1556893497.93, 1
1556893499.93, 1
1556893501.94, 1
1556893503.94, 1
1556893505.94, 1
1556893507.94, 1
1556893509.95, 1
1556893511.95, 1
1556893513.95, 1
1556893515.95, 1
1556893517.96, 1
1556893519.96, 1
1556893521.96, 1
1556893523.96, 1
1556893525.97, 1
1556893527.97, 1
1556893529.97, 1
1556893531.98, 1
1556893533.98, 1
1556893535.98, 1
1556893537.98, 1
1556893539.99, 1
1556893541.99, 1
1556893543.99, 1
1556893546.0, 1
1556893548.0, 1
1556893550.0, 1
1556893552.0, 1
1556893554.01, 1
1556893556.01, 0
1556893558.01, 1
1556893560.02, 1
1556893562.02, 1
1556893564.02, 1
1556893566.02, 1
1556893568.03, 1
1556893570.03, 1
1556893572.03, 1
1556893574.04, 1
1556893576.04, 1
1556893578.04, 1
1556893580.04, 1
1556893582.05, 1
1556893584.05, 1
1556893586.05, 1
1556893588.06, 1
1556893590.06, 1
1556893592.06, 1
1556893594.06, 1
1556893596.07, 1
1556893598.07, 1
1556893600.07, 1
1556893602.07, 1
1556893604.08, 1
1556893606.08, 1
1556893608.08, 1
1556893610.09, 1
1556893612.09, 1
1556893614.09, 1
1556893616.09, 1
1556893618.1, 1
1556893620.1, 1
1556893622.1, 1
1556893624.11, 1
1556893626.11, 1
1556893628.11, 1
1556893630.11, 1
1556893632.12, 1
1556893634.12, 1
1556893636.12, 1
1556893638.13, 1
1556893640.13, 1
1556893642.13, 1
1556893644.13, 1
1556893646.14, 1
1556893648.14, 1
1556893650.14, 1
1556893652.15, 1
1556893654.15, 1
1556893656.15, 1
1556893658.15, 1
1556893660.16, 1
1556893662.16, 1
1556893664.16, 1
1556893666.17, 1
1556893668.17, 1
1556893670.17, 1
1556893672.17, 1
1556893674.18, 1
1556893676.18, 1
1556893678.18, 1
1556893680.19, 1
1556893682.19, 1
1556893684.19, 1
1556893686.19, 1
1556893688.2, 1
1556893690.2, 1
1556893692.2, 1
1556893694.21, 1
1556893696.21, 1
1556893698.21, 1
1556893700.21, 1
1556893702.22, 1
1556893704.22, 1
1556893706.22, 1
1556893708.23, 1
1556893710.23, 1
1556893712.23, 1
1556893714.23, 1
1556893716.24, 1
1556893718.24, 1
1556893720.24, 1
1556893722.24, 1
1556893724.25, 1
1556893726.25, 1
1556893728.25, 1
1556893730.26, 1
1556893732.26, 1
1556893734.26, 1
1556893736.26, 1
1556893738.27, 1
1556893740.27, 1
1556893742.27, 1
1556893744.28, 1
1556893746.28, 1
1556893748.28, 1
1556893750.28, 1
1556893752.29, 1
1556893754.29, 1
1556893756.29, 1
1556893758.3, 1
1556893760.3, 1
1556893762.3, 1
1556893764.3, 1
1556893766.31, 1
1556893768.31, 1
1556893770.31, 1
1556893772.32, 1
1556893774.32, 1
1556893776.32, 1
1556893778.32, 1
1556893780.33, 1
1556893782.33, 1
1556893784.33, 1
1556893786.34, 1
1556893788.34, 1
1556893790.34, 1
1556893792.34, 1
1556893794.35, 1
1556893796.35, 1
1556893798.35, 1
1556893800.35, 1
1556893802.36, 1
1556893804.36, 1
1556893806.36, 1
1556893808.37, 1
1556893810.37, 1
1556893812.37, 1
1556893814.37, 1
1556893816.38, 1
1556893818.38, 1
1556893820.38, 1
1556893822.39, 1
1556893824.39, 1
1556893826.39, 1
1556893828.39, 1
1556893830.4, 1
1556893832.4, 1
1556893834.4, 1
1556893836.41, 1
1556893838.41, 1
1556893840.41, 1
1556893842.41, 1
1556893844.42, 1
1556893846.42, 1
1556893848.42, 1
1556893850.43, 1
1556893852.43, 1
1556893854.43, 1
1556893856.43, 1
1556893858.44, 1
1556893860.44, 1
1556893862.44, 1
1556893864.45, 1
1556893866.45, 1
1556893868.45, 1
1556893870.45, 1
1556893872.46, 1
1556893874.46, 1
1556893876.46, 1
1556893878.46, 1
1556893880.47, 1
1556893882.47, 1
1556893884.47, 1
1556893886.48, 1
1556893888.48, 1
1556893890.48, 1
1556893892.48, 1
1556893894.49, 1
1556893896.49, 1
1556893898.49, 1
1556893900.5, 1
1556893902.5, 1
1556893904.5, 1
1556893906.5, 1
1556893908.51, 1
1556893910.51, 1
1556893912.51, 1
1556893914.52, 1
1556893916.52, 1
1556893918.52, 1
1556893920.52, 1
1556893922.53, 1
1556893924.53, 1
1556893926.53, 1
1556893928.54, 1
1556893930.54, 1
1556893932.54, 1
1556893934.54, 1
1556893936.55, 1
1556893938.55, 1
1556893940.55, 1
1556893942.55, 1
1556893944.56, 1
1556893946.56, 1
1556893948.56, 1
1556893950.57, 1
1556893952.57, 1
1556893954.57, 1
1556893956.57, 1
1556893958.58, 1
1556893960.58, 1
1556893962.58, 1
1556893964.59, 1
1556893966.59, 1
1556893968.59, 1
1556893970.59, 1
1556893972.6, 1
1556893974.6, 1
1556893976.6, 1
1556893978.6, 1
1556893980.61, 1
1556893982.61, 1
1556893984.61, 1
1556893986.62, 1
1556893988.62, 1
1556893990.62, 1
1556893992.62, 1
1556893994.63, 1
1556893996.63, 1
1556893998.63, 1
1556894000.64, 1
1556894002.64, 1
1556894004.64, 1
1556894006.64, 1
1556894008.65, 1
1556894010.65, 1
1556894012.65, 1
1556894014.66, 1
1556894016.66, 1
1556894018.66, 1
1556894020.66, 1
1556894022.67, 1
1556894024.67, 1
1556894026.67, 1
1556894028.68, 1
1556894030.68, 1
1556894032.68, 1
1556894034.68, 1
1556894036.69, 1
1556894038.69, 1
1556894040.69, 1
1556894042.69, 1
1556894044.7, 1
1556894046.7, 1
1556894048.7, 1
1556894050.71, 1
1556894052.71, 1
1556894054.71, 1
1556894056.71, 1
1556894058.72, 1
1556894060.72, 1
1556894062.72, 1
1556894064.73, 1
1556894066.73, 1
1556894068.73, 1
1556894070.73, 1
1556894072.74, 1
1556894074.74, 1
1556894076.74, 1
1556894078.75, 1
1556894080.75, 1
1556894082.75, 1
1556894084.75, 1
1556894086.76, 1
1556894088.76, 1
1556894090.76, 1
1556894092.76, 1
1556894094.77, 1
1556894096.77, 1
1556894098.77, 1
1556894100.78, 1
1556894102.78, 1
1556894104.78, 1
1556894106.78, 1
1556894108.79, 1
1556894110.79, 1
1556894112.79, 1
1556894114.8, 1
1556894116.8, 1
1556894118.8, 1
1556894120.8, 1
1556894122.81, 1
1556894124.81, 1
1556894126.81, 1
1556894128.82, 1
1556894130.82, 1
1556894132.82, 1
1556894134.82, 1
1556894136.83, 1
1556894138.83, 1
1556894140.83, 1
1556894142.84, 1
1556894144.84, 1
1556894146.84, 1
1556894148.84, 0
1556894150.85, 1
1556894152.85, 1
1556894154.85, 1
1556894156.86, 1
1556894158.86, 1
1556894160.86, 1
1556894162.86, 1
1556894164.87, 1
1556894166.87, 1
1556894168.87, 1
1556894170.88, 1
1556894172.88, 1
1556894174.88, 1
1556894176.88, 1
1556894178.89, 1
1556894180.89, 1
1556894182.89, 1
1556894184.89, 1
1556894186.9, 1
1556894188.9, 1
1556894190.9, 1
1556894192.91, 1
1556894194.91, 1
1556894196.91, 1
1556894198.91, 1
1556894200.92, 1
1556894202.92, 1
1556894204.92, 1
1556894206.93, 1
1556894208.93, 1
1556894210.93, 1
1556894212.93, 1
1556894214.94, 1
1556894216.94, 1
1556894218.94, 1
1556894220.94, 1
1556894222.95, 1
1556894224.95, 1
1556894226.95, 1
1556894228.96, 1
1556894230.96, 1
1556894232.96, 1
1556894234.96, 1
1556894236.97, 1
1556894238.97, 1
1556894240.97, 1
1556894242.97, 1
1556894244.98, 1
1556894246.98, 1
1556894248.98, 1
1556894250.99, 1
1556894252.99, 1
1556894254.99, 1
1556894256.99, 1
1556894259.0, 1
1556894261.0, 1
1556894263.0, 1
1556894265.01, 1
1556894267.01, 1
1556894269.01, 1
1556894271.01, 1
1556894273.02, 1
1556894275.02, 1
1556894277.02, 1
1556894279.03, 1
1556894281.03, 1
1556894283.03, 1
1556894285.03, 1
1556894287.04, 1
1556894289.04, 1
1556894291.04, 1
1556894293.05, 1
1556894295.05, 1
1556894297.05, 1
1556894299.05, 1
1556894301.06, 1
1556894303.06, 1
1556894305.06, 1
1556894307.07, 1
1556894309.07, 1
1556894311.07, 1
1556894313.07, 1
1556894315.08, 1
1556894317.08, 1
1556894319.08, 1
1556894321.09, 1
1556894323.09, 1
1556894325.09, 1
1556894327.09, 1
1556894329.1, 1
1556894331.1, 1
1556894333.1, 1
1556894335.11, 1
1556894337.11, 1
1556894339.11, 1
1556894341.11, 1
1556894343.12, 1
1556894345.12, 1
1556894347.12, 1
1556894349.13, 1
1556894351.13, 1
1556894353.13, 1
1556894355.13, 1
1556894357.14, 1
1556894359.14, 1
1556894361.14, 1
1556894363.14, 1
1556894365.15, 1
1556894367.15, 1
1556894369.15, 1
1556894371.16, 1
1556894373.16, 1
1556894375.16, 1
1556894377.16, 1
1556894379.17, 1
1556894381.17, 1
1556894383.17, 0
1556894385.18, 1
1556894387.18, 1
1556894389.18, 1
1556894391.18, 1
1556894393.19, 1
1556894395.19, 1
1556894397.19, 1
1556894399.2, 1
1556894401.2, 1
1556894403.2, 1
1556894405.2, 1
1556894407.21, 1
1556894409.21, 1
1556894411.21, 1
1556894413.21, 1
1556894415.22, 1
1556894417.22, 1
1556894419.22, 1
1556894421.23, 1
1556894423.23, 1
1556894425.23, 1
1556894427.23, 1
1556894429.24, 1
1556894431.24, 1
1556894433.24, 1
1556894435.25, 1
1556894437.25, 1
1556894439.25, 1
1556894441.25, 1
1556894443.26, 1
1556894445.26, 1
1556894447.26, 1
1556894449.27, 1
1556894451.27, 1
1556894453.27, 1
1556894455.27, 1
1556894457.28, 1
1556894459.28, 1
1556894461.28, 1
1556894463.28, 1
1556894465.29, 1
1556894467.29, 1
1556894469.29, 1
1556894471.3, 1
1556894473.3, 1
1556894475.3, 1
1556894477.3, 1
1556894479.31, 1
1556894481.31, 1
1556894483.31, 1
1556894485.32, 1
1556894487.32, 1
1556894489.32, 1
1556894491.32, 1
1556894493.33, 1
1556894495.33, 1
1556894497.33, 1
1556894499.34, 1
1556894501.34, 1
1556894503.34, 1
1556894505.34, 1
1556894507.35, 1
1556894509.35, 1
1556894511.35, 1
1556894513.36, 1
1556894515.36, 1
1556894517.36, 1
1556894519.36, 1
1556894521.37, 1
1556894523.37, 1
1556894525.37, 1
1556894527.38, 1
1556894529.38, 1
1556894531.38, 1
1556894533.38, 1
1556894535.39, 1
1556894537.39, 1
1556894539.39, 1
1556894541.4, 1
1556894543.4, 1
1556894545.4, 1
1556894547.4, 1
1556894549.41, 1
1556894551.41, 1
1556894553.41, 1
1556894555.41, 1
1556894557.42, 1
1556894559.42, 1
1556894561.42, 1
1556894563.43, 1
1556894565.43, 1
1556894567.43, 1
1556894569.43, 1
1556894571.44, 1
1556894573.44, 1
1556894575.44, 1
1556894577.45, 1
1556894579.45, 1
1556894581.45, 1
1556894583.45, 1
1556894585.46, 1
1556894587.46, 1
1556894589.46, 1
1556894591.46, 1
1556894593.47, 1
1556894595.47, 1
1556894597.47, 1
1556894599.48, 1
1556894601.48, 1
1556894603.48, 1
1556894605.48, 1
1556894607.49, 1
1556894609.49, 1
1556894611.49, 1
1556894613.5, 1
1556894615.5, 1
1556894617.5, 1
1556894619.5, 1
1556894621.51, 1
1556894623.51, 1
1556894625.51, 1
1556894627.52, 1
1556894629.52, 1
1556894631.52, 1
1556894633.52, 1
1556894635.53, 1
1556894637.53, 1
1556894639.53, 1
1556894641.54, 1
1556894643.54, 1
1556894645.54, 1
1556894647.54, 1
1556894649.55, 1
1556894651.55, 1
1556894653.55, 1
1556894655.56, 1
1556894657.56, 1
1556894659.56, 1
1556894661.56, 1
1556894663.57, 1
1556894665.57, 1
1556894667.57, 1
1556894669.58, 1
1556894671.58, 1
1556894673.58, 1
1556894675.58, 1
1556894677.59, 1
1556894679.59, 1
1556894872.92, 1
1556894874.92, 1
1556894876.92, 1
1556894878.92, 1
1556894880.93, 1
1556894882.93, 1
1556894884.93, 1
1556894886.93, 1
1556894888.94, 1
1556894890.94, 1
1556894892.94, 1
1556894894.95, 1
1556894896.95, 1
1556894898.95, 1
1556894900.95, 1
1556894902.96, 1
1556894904.96, 1
1556894906.96, 1
1556894908.97, 1
1556894910.97, 1
1556894912.97, 1
1556894914.97, 1
1556894916.98, 1
1556894918.98, 1
1556894920.98, 1
1556894922.99, 1
1556894924.99, 1
1556894926.99, 1
1556894928.99, 1
1556894931.0, 1
1556894933.0, 1
1556894935.0, 1
1556894937.01, 1
1556894939.01, 1
1556894941.01, 1
1556894943.01, 1
1556894945.02, 1
1556894947.02, 1
1556894949.02, 1
1556894951.02, 1
1556894953.03, 0
1556894955.03, 1
1556894957.03, 1
1556894959.04, 1
1556894961.04, 1
1556894963.04, 1
1556894965.04, 1
1556894967.05, 1
1556894969.05, 1
1556894971.05, 1
1556894973.06, 1
1556894975.06, 1
1556894977.06, 1
1556894979.06, 1
1556894981.07, 1
1556894983.07, 1
1556894985.07, 1
1556894987.08, 1
1556894989.08, 1
1556894991.08, 1
1556894993.08, 1
1556894995.09, 1
1556894997.09, 1
1556894999.09, 1
1556895001.1, 1
1556895003.1, 1
1556895005.1, 1
1556895007.1, 1
1556895009.11, 1
1556895011.11, 1
1556895013.11, 1
1556895015.11, 1
1556895017.12, 1
1556895019.12, 1
1556895021.12, 1
1556895023.13, 1
1556895025.13, 1
1556895027.13, 1
1556895029.13, 1
1556895031.14, 1
1556895033.14, 1
1556895035.14, 1
1556895037.15, 1
1556895039.15, 1
1556895041.15, 1
1556895043.15, 1
1556895045.16, 1
1556895047.16, 1
1556895049.16, 1
1556895051.16, 1
1556895053.17, 1
1556895055.17, 1
1556895057.17, 1
1556895059.18, 1
1556895061.18, 1
1556895063.18, 1
1556895065.18, 1
1556895067.19, 1
1556895069.19, 1
1556895071.19, 1
1556895073.2, 1
1556895075.2, 1
1556895077.2, 1
1556895079.2, 1
1556895081.21, 1
1556895083.21, 1
1556895085.21, 1
1556895087.22, 1
1556895089.22, 1
1556895091.22, 1
1556895093.22, 1
1556895095.23, 1
1556895097.23, 1
1556895099.23, 1
1556895101.24, 1
1556895103.24, 1
1556895105.24, 1
1556895107.24, 1
1556895109.25, 1
1556895111.25, 1
1556895113.25, 1
1556895115.25, 1
1556895117.26, 1
1556895119.26, 1
1556895121.26, 1
1556895123.27, 1
1556895125.27, 1
1556895127.27, 1
1556895129.27, 1
1556895131.28, 1
1556895133.28, 1
1556895135.28, 1
1556895137.29, 1
1556895139.29, 1
1556895141.29, 1
1556895143.29, 1
1556895145.3, 1
1556895147.3, 1
1556895149.3, 1
1556895151.31, 1
1556895153.31, 1
1556895155.31, 1
1556895157.31, 1
1556895159.32, 1
1556895161.32, 1
1556895163.32, 1
1556895165.32, 1
1556895167.33, 1
1556895169.33, 1
1556895171.33, 1
1556895173.34, 1
1556895175.34, 1
1556895177.34, 1
1556895179.34, 1
1556895181.35, 1
1556895183.35, 1
1556895185.35, 1
1556895187.36, 1
1556895189.36, 1
1556895191.36, 1
1556895193.36, 1
1556895195.37, 1
1556895197.37, 1
1556895199.37, 1
1556895201.38, 1
1556895203.38, 1
1556895205.38, 1
1556895207.38, 1
1556895209.39, 1
1556895211.39, 1
1556895213.39, 1
1556895215.4, 1
1556895217.4, 1
1556895219.4, 1
1556895221.4, 1
1556895223.41, 1
1556895225.41, 1
1556895227.41, 1
1556895229.41, 1
1556895231.42, 1
1556895233.42, 1
1556895235.42, 1
1556895237.42, 1
1556895239.43, 1
1556895241.43, 1
1556895243.43, 1
1556895245.44, 1
1556895247.44, 1
1556895249.44, 1
1556895251.44, 1
1556895253.45, 1
1556895255.45, 1
1556895257.45, 1
1556895259.46, 1
1556895261.46, 1
1556895263.46, 1
1556895265.46, 1
1556895267.47, 1
1556895269.47, 1
1556895271.47, 1
1556895273.47, 1
1556895275.48, 1
1556895277.48, 1
1556895279.48, 1
1556895281.49, 1
1556895283.49, 1
1556895285.49, 1
1556895287.49, 1
1556895289.5, 1
1556895291.5, 1
1556895293.5, 1
1556895295.51, 1
1556895297.51, 1
1556895299.51, 1
1556895301.51, 1
1556895303.52, 1
1556895305.52, 1
1556895307.52, 1
1556895309.52, 1
1556895311.53, 1
1556895313.53, 1
1556895315.53, 1
1556895317.54, 1
1556895319.54, 1
1556895321.54, 1
1556895323.54, 1
1556895325.55, 1
1556895327.55, 1
1556895329.55, 1
1556895331.56, 1
1556895333.56, 1
1556895335.56, 1
1556895337.56, 1
1556895339.57, 1
1556895341.57, 1
1556895343.57, 1
1556895345.57, 1
1556895347.58, 1
1556895349.58, 1
1556895351.58, 1
1556895353.59, 1
1556895355.59, 1
1556895357.59, 1
1556895359.59, 1
1556895361.6, 1
1556895363.6, 1
1556895365.6, 1
1556895367.61, 1
1556895369.61, 1
1556895371.61, 1
1556895373.61, 1
1556895375.62, 1
1556895377.62, 1
1556895379.62, 1
1556895381.63, 1
1556895383.63, 1
1556895385.63, 1
1556895387.63, 1
1556895389.64, 1
1556895391.64, 1
1556895393.64, 1
1556895395.64, 1
1556895397.65, 1
1556895399.65, 1
1556895401.65, 1
1556895403.66, 1
1556895405.66, 1
1556895407.66, 1
1556895409.66, 1
1556895411.67, 1
1556895413.67, 1
1556895415.67, 1
1556895417.68, 1
1556895419.68, 1
1556895421.68, 1
1556895423.68, 1
1556895425.69, 1
1556895427.69, 1
1556895429.69, 1
1556895431.7, 1
1556895433.7, 1
1556895435.7, 1
1556895437.7, 1
1556895439.71, 1
1556895441.71, 1
1556895443.71, 1
1556895445.71, 1
1556895447.72, 1
1556895449.72, 1
1556895451.72, 1
1556895453.73, 1
1556895455.73, 1
1556895457.73, 1
1556895459.73, 1
1556895461.74, 1
1556895463.74, 1
1556895465.74, 1
1556895467.75, 1
1556895469.75, 1
1556895471.75, 1
1556895473.75, 1
1556895475.76, 1
1556895477.76, 1
1556895479.76, 1
1556895481.77, 1
1556895483.77, 1
1556895485.77, 1
1556895487.77, 1
1556895489.78, 1
1556895491.78, 1
1556895493.78, 1
1556895495.79, 1
1556895497.79, 1
1556895499.79, 1
1556895501.79, 1
1556895503.8, 1
1556895505.8, 1
1556895507.8, 1
1556895509.8, 1
1556895511.81, 1
1556895513.81, 1
1556895515.81, 1
1556895517.82, 1
1556895519.82, 1
1556895521.82, 1
1556895523.82, 1
1556895525.83, 1
1556895527.83, 1
1556895529.83, 1
1556895531.84, 1
1556895533.84, 1
1556895535.84, 1
1556895537.84, 1
1556895539.85, 1
1556895541.85, 1
1556895543.85, 1
1556895545.86, 1
1556895547.86, 1
1556895549.86, 1
1556895551.86, 1
1556895553.87, 1
1556895555.87, 1
1556895557.87, 1
1556895559.87, 1
1556895561.88, 1
1556895563.88, 1
1556895565.88, 1
1556895567.88, 1
1556895569.89, 1
1556895571.89, 1
1556895573.89, 1
1556895575.9, 1
1556895577.9, 1
1556895579.9, 1
1556895581.9, 1
1556895583.91, 1
1556895585.91, 1
1556895587.91, 1
1556895589.92, 1
1556895591.92, 1
1556895593.92, 1
1556895595.92, 1
1556895597.93, 1
1556895599.93, 1
1556895601.93, 1
1556895603.93, 1
1556895605.94, 1
1556895607.94, 1
1556895609.94, 1
1556895611.95, 1
1556895613.95, 1
1556895615.95, 1
1556895617.95, 1
1556895619.96, 1
1556895621.96, 1
1556895623.96, 1
1556895625.97, 1
1556895627.97, 1
1556895629.97, 1
1556895631.97, 1
1556895633.98, 1
1556895635.98, 1
1556895637.98, 1
1556895639.99, 1
1556895641.99, 1
1556895643.99, 1
1556895645.99, 1
1556895648.0, 1
1556895650.0, 1
1556895652.0, 1
1556895654.01, 1
1556895656.01, 1
1556895658.01, 1
1556895660.01, 1
1556895662.02, 1
1556895664.02, 1
1556895666.02, 1
1556895668.02, 1
1556895670.03, 1
1556895672.03, 1
1556895674.03, 1
1556895676.04, 1
1556895678.04, 1
1556895680.04, 1
1556895682.04, 1
1556895684.05, 1
1556895686.05, 1
1556895688.05, 1
1556895690.06, 1
1556895692.06, 1
1556895694.06, 1
1556895696.06, 1
1556895698.07, 1
1556895700.07, 1
1556895702.07, 1
1556895704.07, 1
1556895706.08, 1
1556895708.08, 1
1556895710.08, 1
1556895712.09, 1
1556895714.09, 1
1556895716.09, 1
1556895718.09, 1
1556895720.1, 1
1556895722.1, 1
1556895724.1, 1
1556895726.1, 1
1556895728.11, 1
1556895730.11, 1
1556895732.11, 1
1556895734.12, 1
1556895736.12, 1
1556895738.12, 1
1556895740.12, 1
1556895742.13, 1
1556895744.13, 1
1556895746.13, 1
1556895748.14, 1
1556895750.14, 1
1556895752.14, 1
1556895754.14, 1
1556895756.15, 1
1556895758.15, 1
1556895760.15, 1
1556895762.15, 1
1556895764.16, 1
1556895766.16, 1
1556895768.16, 1
1556895770.17, 1
1556895772.17, 1
1556895774.17, 1
1556895776.18, 1
1556895778.18, 1
1556895780.18, 1
1556895782.18, 1
1556895784.19, 1
1556895786.19, 1
1556895788.19, 1
1556895790.19, 1
1556895792.2, 1
1556895794.2, 1
1556895796.2, 1
1556895798.21, 1
1556895800.21, 1
1556895802.21, 1
1556895804.21, 1
1556895806.22, 1
1556895808.22, 1
1556895810.22, 1
1556895812.23, 1
1556895814.23, 1
1556895816.23, 1
1556895818.23, 1
1556895820.24, 1
1556895822.24, 1
1556895824.24, 1
1556895826.25, 1
1556895828.25, 1
1556895830.25, 1
1556895832.25, 1
1556895834.26, 1
1556895836.26, 1
1556895838.26, 1
1556895840.26, 1
1556895842.27, 1
1556895844.27, 1
1556895846.27, 1
1556895848.27, 1
1556895850.28, 1
1556895852.28, 1
1556895854.28, 1
1556895856.29, 1
1556895858.29, 1
1556895860.29, 1
1556895862.29, 1
1556895864.3, 1
1556895866.3, 1
1556895868.3, 1
1556895870.31, 1
1556895872.31, 1
1556895874.31, 1
1556895876.31, 1
1556895878.32, 1
1556895880.32, 1
1556895882.32, 1
1556895884.33, 0
1556895886.33, 1
1556895888.33, 1
1556895890.33, 1
1556895892.34, 1
1556895894.34, 1
1556895896.34, 1
1556895898.34, 1
1556895900.35, 1
1556895902.35, 1
1556895904.35, 1
1556895906.36, 1
1556895908.36, 1
1556895910.36, 1
1556895912.36, 1
1556895914.37, 1
1556895916.37, 1
1556895918.37, 1
1556895920.38, 1
1556895922.38, 1
1556895924.38, 1
1556895926.38, 1
1556895928.39, 1
1556895930.39, 1
1556895932.39, 1
1556895934.4, 1
1556895936.4, 1
1556895938.4, 1
1556895940.4, 1
1556895942.41, 1
1556895944.41, 1
1556895946.41, 1
1556895948.41, 1
1556895950.42, 1
1556895952.42, 1
1556895954.42, 1
1556895956.43, 1
1556895958.43, 1
1556895960.43, 1
1556895962.43, 1
1556895964.44, 1
1556895966.44, 1
1556895968.44, 1
1556895970.44, 1
1556895972.45, 1
1556895974.45, 1
1556895976.45, 1
1556895978.46, 1
1556895980.46, 1
1556895982.46, 1
1556895984.46, 1
1556895986.47, 1
1556895988.47, 1
1556895990.47, 1
1556895992.48, 1
1556895994.48, 1
1556895996.48, 1
1556895998.48, 1
1556896000.49, 1
1556896002.49, 1
1556896004.49, 1
1556896006.49, 1
1556896008.5, 1
1556896010.5, 1
1556896012.5, 1
1556896014.51, 1
1556896016.51, 1
1556896018.51, 1
1556896020.51, 1
1556896022.52, 1
1556896024.52, 1
1556896026.52, 1
1556896028.52, 1
1556896030.53, 1
1556896032.53, 1
1556896034.53, 1
1556896036.54, 1
1556896038.54, 1
1556896040.54, 1
1556896042.54, 1
1556896044.55, 1
1556896046.55, 1
1556896048.55, 1
1556896050.56, 1
1556896052.56, 1
1556896054.56, 1
1556896056.56, 1
1556896058.57, 1
1556896060.57, 1
1556896062.57, 1
1556896064.57, 1
1556896066.58, 1
1556896068.58, 1
1556896070.58, 1
1556896072.59, 1
1556896074.59, 1
1556896076.59, 1
1556896078.59, 1
1556896080.6, 1
1556896082.6, 1
1556896084.6, 1
1556896086.61, 1
1556896088.61, 1
1556896090.61, 1
1556896092.61, 1
1556896094.62, 1
1556896096.62, 1
1556896098.62, 1
1556896100.63, 1
1556896102.63, 1
1556896104.63, 1
1556896106.63, 1
1556896108.64, 1
1556896110.64, 1
1556896112.64, 1
1556896114.65, 1
1556896116.65, 1
1556896118.65, 1
1556896120.65, 1
1556896122.66, 1
1556896124.66, 1
1556896126.66, 1
1556896128.66, 1
