211232,, 0.00
211235,, 23.25
211238,, 23.25
211241,, 23.00
211244,, 23.00
211247,, 23.00
211249,, 23.00
211252,, 23.00
211255,, 22.75
211258,, 23.00
211261,, 22.75
211264,, 23.00
211267,, 23.00
211270,, 23.25
211273,, 23.25
211275,, 23.25
211278,, 23.25
211281,, 23.25
211284,, 23.25
211287,, 23.25
211290,, 23.25
211293,, 23.25
211296,, 23.25
211299,, 23.25
211301,, 23.00
211304,, 23.00
211307,, 23.00
211310,, 23.00
211313,, 23.00
211316,, 23.50
211319,, 23.50
211322,, 23.50
211324,, 23.25
211328,, 23.50
211331,, 23.50
211334,, 23.50
211337,, 23.25
211340,, 23.50
211343,, 23.25
211345,, 23.25
211348,, 23.25
211351,, 23.25
211354,, 23.25
211357,, 23.25
211360,, 23.00
211363,, 23.00
211366,, 23.00
211369,, 23.00
211371,, 23.00
211374,, 23.00
211377,, 23.00
211380,, 23.00
211383,, 23.00
211386,, 23.00
211389,, 23.00
211392,, 23.25
211394,, 23.00
211397,, 22.75
211400,, 22.75
211403,, 22.75
211406,, 22.75
211409,, 23.00
211412,, 22.75
211415,, 23.00
211417,, 23.00
211420,, 23.00
211423,, 23.25
211426,, 23.25
211429,, 23.25
211432,, 23.25
211435,, 23.00
211438,, 23.25
211441,, 23.00
211443,, 23.00
211446,, 23.25
211449,, 23.25
211452,, 23.25
211455,, 23.25
211458,, 23.25
211461,, 23.25
211464,, 23.00
211466,, 23.25
211469,, 23.00
211472,, 23.00
211475,, 23.00
211478,, 23.00
211481,, 23.00
211484,, 23.25
211487,, 23.00
211489,, 23.00
211492,, 23.00
211495,, 23.25
211498,, 23.50
211501,, 23.50
211504,, 23.25
211507,, 23.00
211510,, 22.75
211513,, 23.00
211515,, 23.00
211518,, 23.00
211521,, 23.00
211524,, 23.00
211527,, 23.00
211530,, 23.00
211533,, 23.00
211536,, 23.00
211538,, 23.00
211541,, 23.00
211544,, 23.00
211547,, 23.25
211550,, 23.25
211553,, 23.00
211556,, 23.00
211559,, 23.00
211561,, 23.00
211564,, 23.00
211567,, 23.25
211570,, 23.00
211573,, 23.00
211576,, 23.00
211579,, 23.00
211582,, 23.00
211585,, 23.00
211587,, 23.00
211590,, 22.75
211593,, 23.00
211596,, 23.00
211599,, 23.00
211602,, 23.00
211605,, 23.00
211608,, 23.00
211610,, 23.00
211613,, 23.00
211616,, 23.00
211619,, 23.00
211622,, 22.75
211625,, 22.75
211628,, 23.00
211631,, 23.00
211634,, 13.50
211636,, 23.00
211639,, 23.00
211642,, 23.00
211645,, 23.00
211648,, 23.00
211651,, 23.00
211654,, 23.00
211657,, 23.00
211659,, 23.00
211662,, 23.00
211665,, 23.00
211668,, 23.00
211671,, 23.00
211674,, 23.00
211677,, 23.00
211680,, 23.00
211683,, 23.00
211685,, 23.00
211688,, 23.00
211691,, 23.00
211694,, 23.00
211697,, 23.00
211700,, 23.00
211703,, 22.75
211706,, 22.75
211708,, 23.00
211711,, 23.00
211714,, 23.00
211717,, 22.75
211720,, 22.75
211723,, 22.75
211726,, 22.75
211729,, 22.75
211731,, 23.00
211734,, 22.75
211737,, 23.00
211740,, 22.75
211743,, 23.00
211746,, 23.00
211749,, 23.00
211752,, 23.25
211755,, 23.50
211757,, 23.00
211760,, 23.00
211763,, 23.00
211766,, 23.00
211769,, 23.00
211772,, 22.75
211775,, 22.75
211778,, 22.75
211780,, 23.00
211783,, 23.25
211786,, 23.00
211789,, 22.75
211792,, 23.00
211795,, 22.75
211798,, 23.00
211801,, 22.75
211803,, 22.75
211806,, 23.00
211809,, 23.25
211812,, 23.00
211815,, 23.00
211818,, 22.75
211821,, 23.00
211824,, 22.75
211827,, 22.75
211829,, 22.75
211832,, 22.50
211835,, 22.50
211838,, 22.75
211841,, 23.00
211844,, 22.75
211847,, 22.75
211850,, 23.00
211853,, 23.00
211855,, 23.00
211858,, 23.25
211861,, 23.00
211864,, 23.25
211867,, 23.00
211870,, 23.00
211873,, 22.75
211876,, 22.75
211878,, 22.75
211881,, 23.00
214706,, 23.50  ;;--;;  214706,, 23.50
214709,, 23.50  ;;--;;  214709,, 23.50
214712,, 23.50  ;;--;;  214712,, 23.50
214715,, 23.50  ;;--;;  214715,, 23.50
214720,, 23.25  ;;--;;  214720,, 23.25
214723,, 23.50  ;;--;;  214723,, 23.50
214725,, 23.25  ;;--;;  214725,, 23.25
214728,, 23.25  ;;--;;  214728,, 23.25
214731,, 23.00  ;;--;;  214731,, 23.00
214734,, 23.00  ;;--;;  214734,, 23.00
214737,, 22.75  ;;--;;  214737,, 22.75
214740,, 23.00  ;;--;;  214740,, 23.00
214743,, 23.00  ;;--;;  214743,, 23.00
214746,, 22.75  ;;--;;  214746,, 22.75
214749,, 22.75  ;;--;;  214749,, 22.75
214752,, 23.00  ;;--;;  214752,, 23.00
214755,, 22.75  ;;--;;  214755,, 22.75
214758,, 22.75  ;;--;;  214758,, 22.75
214761,, 22.75  ;;--;;  214761,, 22.75
214764,, 23.00  ;;--;;  214764,, 23.00
214767,, 23.00  ;;--;;  214767,, 23.00
214770,, 22.75  ;;--;;  214770,, 22.75
214773,, 22.50  ;;--;;  214773,, 22.50
214775,, 22.50  ;;--;;  214775,, 22.50
214778,, 22.75  ;;--;;  214778,, 22.75
214781,, 22.75  ;;--;;  214781,, 22.75
214784,, 22.75  ;;--;;  214784,, 22.75
214787,, 22.75  ;;--;;  214787,, 22.75
214790,, 23.00  ;;--;;  214790,, 23.00
214793,, 23.00  ;;--;;  214793,, 23.00
214796,, 23.00  ;;--;;  214796,, 23.00
214799,, 23.25  ;;--;;  214799,, 23.25
214801,, 23.25  ;;--;;  214801,, 23.25
214804,, 23.25  ;;--;;  214804,, 23.25
214807,, 23.00  ;;--;;  214807,, 23.00
214810,, 23.25  ;;--;;  214810,, 23.25
214813,, 23.00  ;;--;;  214813,, 23.00
214816,, 23.00  ;;--;;  214816,, 23.00
214819,, 23.25  ;;--;;  214819,, 23.25
214822,, 23.00  ;;--;;  214822,, 23.00
214824,, 23.25  ;;--;;  214824,, 23.25
214827,, 23.25  ;;--;;  214827,, 23.25
214830,, 23.00  ;;--;;  214830,, 23.00
214833,, 22.75  ;;--;;  214833,, 22.75
214836,, 22.75  ;;--;;  214836,, 22.75
214839,, 23.00  ;;--;;  214839,, 23.00
214842,, 22.75  ;;--;;  214842,, 22.75
214845,, 22.75  ;;--;;  214845,, 22.75
214848,, 22.50  ;;--;;  214848,, 22.50
214850,, 22.50  ;;--;;  214850,, 22.50
214853,, 22.75  ;;--;;  214853,, 22.75
214856,, 23.00  ;;--;;  214856,, 23.00
214859,, 23.25  ;;--;;  214859,, 23.25
214862,, 23.25  ;;--;;  214862,, 23.25
214865,, 22.75  ;;--;;  214865,, 22.75
214868,, 23.00  ;;--;;  214868,, 23.00
214871,, 23.00  ;;--;;  214871,, 23.00
214873,, 23.00  ;;--;;  214873,, 23.00
214876,, 23.00  ;;--;;  214876,, 23.00
214879,, 23.25  ;;--;;  214879,, 23.25
214882,, 23.50  ;;--;;  214882,, 23.50
214885,, 23.50  ;;--;;  214885,, 23.50
214888,, 23.50  ;;--;;  214888,, 23.50
214891,, 23.50  ;;--;;  214891,, 23.50
214894,, 23.00  ;;--;;  214894,, 23.00
214896,, 23.50  ;;--;;  214896,, 23.50
214899,, 23.25  ;;--;;  214899,, 23.25
214902,, 23.25  ;;--;;  214902,, 23.25
214905,, 23.25  ;;--;;  214905,, 23.25
214908,, 23.50  ;;--;;  214908,, 23.50
214911,, 23.25  ;;--;;  214911,, 23.25
214914,, 23.25  ;;--;;  214914,, 23.25
214917,, 23.25  ;;--;;  214917,, 23.25
214920,, 23.25  ;;--;;  214920,, 23.25
214922,, 23.25  ;;--;;  214922,, 23.25
214925,, 23.25  ;;--;;  214925,, 23.25
214928,, 23.25  ;;--;;  214928,, 23.25
214931,, 23.50  ;;--;;  214931,, 23.50
214934,, 23.50  ;;--;;  214934,, 23.50
214937,, 23.50  ;;--;;  214937,, 23.50
214940,, 23.50  ;;--;;  214940,, 23.50
214943,, 23.75  ;;--;;  214943,, 23.75
214945,, 23.50  ;;--;;  214945,, 23.50
214948,, 23.25  ;;--;;  214948,, 23.25
214951,, 23.50  ;;--;;  214951,, 23.50
214954,, 23.50  ;;--;;  214954,, 23.50
214957,, 23.50  ;;--;;  214957,, 23.50
214960,, 23.50  ;;--;;  214960,, 23.50
214963,, 23.25  ;;--;;  214963,, 23.25
214966,, 23.25  ;;--;;  214966,, 23.25
214969,, 23.25  ;;--;;  214969,, 23.25
214972,, 23.25  ;;--;;  214972,, 23.25
214975,, 23.25  ;;--;;  214975,, 23.25
214978,, 23.00  ;;--;;  214978,, 23.00
214980,, 23.25  ;;--;;  214980,, 23.25
214983,, 23.50  ;;--;;  214983,, 23.50
214986,, 23.50  ;;--;;  214986,, 23.50
214989,, 23.50  ;;--;;  214989,, 23.50
214992,, 23.50  ;;--;;  214992,, 23.50
214995,, 23.50  ;;--;;  214995,, 23.50
215003,, 24.50  ;;--;;  215003,, 24.50
215006,, 24.50  ;;--;;  215006,, 24.50
215009,, 24.25  ;;--;;  215009,, 24.25
215012,, 23.75  ;;--;;  215012,, 23.75
215015,, 23.50  ;;--;;  215015,, 23.50
215018,, 23.50  ;;--;;  215018,, 23.50
215021,, 23.50  ;;--;;  215021,, 23.50
215023,, 23.50  ;;--;;  215023,, 23.50
215026,, 23.25  ;;--;;  215026,, 23.25
215029,, 23.50  ;;--;;  215029,, 23.50
215032,, 23.25  ;;--;;  215032,, 23.25
215035,, 23.00  ;;--;;  215035,, 23.00
215038,, 23.25  ;;--;;  215038,, 23.25
215041,, 23.25  ;;--;;  215041,, 23.25
215044,, 23.25  ;;--;;  215044,, 23.25
215047,, 23.25  ;;--;;  215047,, 23.25
215049,, 23.50  ;;--;;  215049,, 23.50
215052,, 23.25  ;;--;;  215052,, 23.25
215055,, 23.25  ;;--;;  215055,, 23.25
215058,, 23.25  ;;--;;  215058,, 23.25
215061,, 23.00  ;;--;;  215061,, 23.00
215064,, 23.00  ;;--;;  215064,, 23.00
215067,, 22.75  ;;--;;  215067,, 22.75
215070,, 22.50  ;;--;;  215070,, 22.50
215072,, 22.25  ;;--;;  215072,, 22.25
215075,, 22.50  ;;--;;  215075,, 22.50
215078,, 22.75  ;;--;;  215078,, 22.75
215081,, 22.75  ;;--;;  215081,, 22.75
215084,, 22.50  ;;--;;  215084,, 22.50
215087,, 23.00  ;;--;;  215087,, 23.00
215090,, 23.00  ;;--;;  215090,, 23.00
215093,, 23.00  ;;--;;  215093,, 23.00
215095,, 23.25  ;;--;;  215095,, 23.25
215098,, 23.25  ;;--;;  215098,, 23.25
215101,, 23.50  ;;--;;  215101,, 23.50
215104,, 23.50  ;;--;;  215104,, 23.50
215107,, 23.50  ;;--;;  215107,, 23.50
215110,, 23.75  ;;--;;  215110,, 23.75
215113,, 23.75  ;;--;;  215113,, 23.75
215116,, 23.75  ;;--;;  215116,, 23.75
215119,, 24.00  ;;--;;  215119,, 24.00
