
Found LSM9DS1
Time, AccXangle, AccYangle, gyroXangle, gyroYangle, gyroZangle, CFangleX, CFangleY, heading, tiltCompensatedHeading, kalmanX, kalmanY
(1557542473.854882, -108.35515065954367, 178.79816769018282, -54.78983713000001, -38.812999819999995, -30.43574205000001, -109.18388187844293, 165.2793675230082, 86.26260166229545, 275.39574465358515, -108.68130312650632, 159.2083044291687)
(1557542474.974722, -108.62158028958815, 178.41618918052683, -55.42016599000001, -39.288417349999996, -30.78829887000001, -109.09863246913007, 172.97129350551938, 86.10156038515865, 276.01213401655855, -108.69069732735863, 169.00793424557807)
(1557542476.051706, -108.32845213474062, 179.06300379083547, -56.12087005000001, -39.79909996999999, -31.19803260000001, -108.9168058924964, 176.42204662870904, 87.35184324916726, 274.04218085278694, -108.5651827023306, 174.85848190857803)
(1557542477.13654, -109.16691175710993, 179.35913509848234, -56.74725063000001, -40.23968969999999, -31.553689370000008, -109.31742164326451, 178.00806381857302, 86.67687955486456, 274.8736604201952, -108.86373134447851, 178.09279185146005)
(1557542478.212456, -108.64903853789114, 178.80926686287194, -57.75759423000001, -40.97218880999999, -32.143056470000005, -109.32052922004048, 178.19578600115238, 86.74805439963612, 274.8676628710577, -108.82039084576428, 180.25140586488695)
(1557542479.333072, -108.88608829505775, 178.8335058069361, -58.72796538000001, -41.672543639999994, -32.72527916000001, -109.44801312505085, 178.2982759526226, 86.86302008778719, 274.8640145056162, -108.88946003540512, 181.2684664190032)
(1557542480.45373, -108.85896257728396, -150.31098873549067, -60.50499595000001, -42.92691815999999, -33.77059126, -109.80539502439072, -19.369032668245367, 86.67050775770902, 258.364469847118, -108.94757730116902, -13.270030135427731)
(1557542481.667267, -109.00642662671164, 150.13020128805346, -61.14017140000001, -43.37208385999999, -34.13432421, -109.58008416578329, 82.15244142553392, 87.60639303271519, 288.8922120094494, -109.00360662086949, 64.25633022375179)
(1557542482.744576, -108.47482154036636, 149.44759122004473, -61.791888130000004, -43.82775571999999, -34.48932438, -109.17761328253314, 122.3472625582404, 86.90102469259574, 289.4411811740639, -108.80971447117963, 102.60025028385787)
(1557542483.820319, -108.84829355789186, -150.04473020994908, -62.45079561000001, -44.26879862999999, -34.85066074, -109.24358443974837, -41.26435026667328, 87.1490713740699, 257.6215239539739, -108.8697778614454, -8.500255660344394)
(1557542484.896305, -108.59506794894057, 179.47072455014919, -63.309882300000005, -44.91488861999999, -35.31215359, -109.19810922126369, 90.9182586274202, 86.80498682788634, 274.7863178542515, -108.78274635977189, 77.6261770047912)
(1557542485.997818, -108.4215722569374, 178.92917630096133, -64.3249383, -45.61696901999999, -35.89581079, -109.13820944266791, 143.44397707154488, 87.22755184171963, 274.2175676389387, -108.63968720589757, 128.45342221543586)
